aX,aY,aZ,gX,gY,gZ
0.006,0.002,1.012,-21.118,42.480,2.441
0.029,-0.007,0.727,-14.465,31.067,2.136
0.009,0.006,0.686,-2.441,9.338,2.808
0.014,0.001,0.691,6.409,-3.662,2.869
0.006,-0.000,0.761,10.010,-10.315,2.441
-0.005,0.004,0.932,10.376,-15.137,2.014
-0.020,-0.009,1.015,12.451,-16.296,1.465
-0.044,-0.033,1.190,12.817,-14.832,1.404
-0.042,-0.020,1.205,15.869,-17.090,3.723
-0.034,-0.006,1.175,7.202,-8.118,4.578
-0.026,-0.019,1.030,-2.686,8.362,1.831
-0.014,-0.004,0.965,-4.761,14.709,1.892
-0.003,-0.006,0.896,-6.653,18.311,1.770
-0.040,-0.052,1.089,-8.423,18.311,1.587
-0.054,0.038,1.674,-2.075,7.935,8.118
-0.070,-0.060,2.186,-9.888,29.663,7.751
-0.075,0.280,2.351,-66.833,60.486,7.141
-0.075,0.084,1.426,-66.040,118.103,-1.038
-0.080,-0.068,0.194,-30.273,202.637,-12.329
0.088,-0.040,-0.411,-26.123,190.674,-15.076
0.095,-0.254,0.227,-16.296,69.885,2.747
0.104,0.078,0.378,1.648,-8.179,16.174
0.059,-0.107,0.088,19.470,6.042,5.127
0.048,-0.061,-0.024,26.184,-8.972,6.897
0.072,-0.044,-0.144,25.452,-43.457,11.780
0.110,-0.042,-0.099,9.827,-65.735,13.306
0.099,-0.056,0.158,2.441,-109.070,17.151
-0.023,0.090,0.534,-5.371,-146.423,23.499
-0.000,0.492,2.136,10.559,-169.861,24.719
0.010,0.615,2.723,239.319,-172.729,23.682
-0.344,-0.250,0.416,145.142,54.260,0.244
-0.155,-0.023,0.961,-45.532,-35.034,-14.160
0.076,0.102,1.546,-42.236,-81.543,-5.676
-0.036,-0.088,0.557,-16.357,20.813,0.366
-0.061,-0.033,0.508,8.545,28.259,-3.174
-0.047,0.087,1.610,20.386,-34.058,6.042
-0.100,-0.156,1.264,3.174,14.648,2.380
-0.034,0.020,1.212,-28.503,51.208,1.221
-0.014,0.000,1.263,-44.128,57.556,3.662
0.040,-0.012,0.525,-28.687,60.730,1.526
0.060,0.066,0.671,-10.376,28.076,2.380
0.011,0.001,0.643,7.874,-4.822,5.859
0.021,-0.008,0.586,10.437,-2.441,2.075
0.018,0.002,0.581,5.432,-12.207,2.075
-0.000,0.025,1.035,7.690,-24.719,1.709
-0.032,-0.022,1.064,21.729,-30.457,1.038
-0.055,-0.018,1.352,25.146,-29.297,1.465
-0.058,-0.036,1.263,19.409,-21.240,2.686
-0.045,-0.028,1.143,2.258,-1.404,2.441
-0.031,-0.014,1.047,-4.517,8.606,3.052
-0.014,0.000,0.961,-7.141,17.334,2.808
-0.008,-0.019,0.823,-10.620,24.658,1.770
0.008,-0.005,0.828,-7.751,19.775,2.075
-0.003,-0.009,0.973,-2.380,9.460,2.686
-0.038,-0.013,1.297,1.648,3.174,3.479
-0.051,-0.021,1.520,-0.061,11.719,4.150
-0.050,0.027,1.901,-8.118,28.564,4.944
-0.066,-0.085,1.604,-6.409,58.594,2.869
-0.004,0.043,1.129,-23.132,92.285,-0.305
0.023,-0.037,0.378,1.709,100.586,-3.357
0.082,-0.018,0.187,12.024,76.050,-1.221
0.113,0.014,0.049,11.841,41.992,2.441
0.104,0.012,0.033,6.592,16.602,2.686
0.095,-0.002,0.101,1.892,-8.728,2.441
0.061,0.005,0.229,1.953,-35.400,2.625
0.029,-0.087,0.423,-0.488,-63.049,3.052
0.035,0.037,0.578,-9.705,-77.698,4.333
-0.008,0.026,0.672,-12.451,-85.693,3.113
-0.117,-0.115,2.575,32.532,-130.310,5.737
-0.172,-0.039,1.823,124.329,-124.329,6.836
-0.276,-0.140,0.815,126.648,1.099,1.709
-0.112,-0.065,0.888,-15.381,9.766,-5.859
0.038,0.017,1.289,-25.330,-75.073,4.211
-0.005,-0.018,0.941,-17.090,0.244,-5.432
-0.046,-0.048,0.447,2.747,37.170,-0.549
-0.049,-0.026,1.101,15.320,-10.925,2.014
-0.088,-0.072,1.405,2.441,-7.996,1.160
-0.026,0.065,1.187,-22.522,45.532,-0.122
-0.033,-0.045,1.210,-37.048,58.289,0.732
0.032,0.001,0.648,-27.832,58.472,1.221
0.050,0.023,0.636,-10.803,30.640,2.319
0.008,-0.007,0.680,6.775,-4.456,4.211
0.020,-0.003,0.596,9.277,-1.526,2.197
0.014,0.008,0.625,5.615,-11.108,1.953
-0.005,0.013,1.034,9.155,-23.560,1.526
-0.033,-0.012,1.078,20.691,-26.733,1.587
-0.064,-0.066,1.239,25.024,-29.358,2.075
-0.050,0.010,1.408,19.348,-30.457,6.409
-0.042,-0.034,1.112,1.648,2.869,1.099
-0.032,-0.020,0.989,-8.362,20.325,0.610
-0.013,-0.000,0.932,-8.484,19.775,3.052
-0.005,-0.005,0.859,-8.911,21.301,1.770
0.005,-0.001,0.809,-7.019,18.982,1.587
-0.004,-0.011,0.931,-1.038,6.470,2.075
-0.046,-0.029,1.217,2.930,-1.221,3.174
-0.052,0.024,1.580,7.751,-4.700,7.080
-0.059,0.009,1.877,-7.935,22.400,6.226
-0.074,-0.033,1.667,-9.583,57.495,3.296
-0.017,0.051,1.284,-20.996,91.248,-0.122
0.019,-0.048,0.562,-5.310,108.521,-3.906
0.052,-0.039,0.172,9.399,99.487,-2.625
0.109,0.014,0.143,12.512,51.575,2.136
0.111,0.014,0.064,8.179,23.254,3.174
0.118,0.003,0.042,3.662,3.662,2.380
0.089,-0.001,0.087,3.174,-19.775,2.258
0.046,-0.000,0.241,2.075,-51.331,3.174
0.030,-0.067,0.454,-6.287,-76.477,3.113
-0.031,0.035,1.562,-4.456,-104.187,3.174
-0.167,0.380,2.672,110.229,-169.678,12.329
-0.220,-0.209,0.801,90.942,-7.996,-2.686
-0.126,-0.063,1.041,-7.507,-6.836,-2.197
0.002,-0.014,1.199,-16.541,-47.729,4.028
-0.035,-0.080,0.579,-12.756,22.644,-2.930
-0.050,-0.009,0.754,5.615,17.883,2.258
-0.075,-0.140,1.338,6.958,-18.066,3.296
-0.060,-0.006,1.290,-11.169,14.282,2.991
-0.046,-0.022,1.201,-27.649,52.246,-0.427
0.010,-0.003,0.996,-30.884,58.472,0.061
0.040,0.007,0.669,-20.935,43.152,2.136
0.025,0.011,0.757,-3.296,9.827,4.028
0.018,0.002,0.602,8.179,1.404,2.991
0.020,-0.001,0.617,8.362,-6.592,2.502
0.001,-0.003,0.846,6.104,-14.526,1.831
-0.010,-0.000,1.022,13.855,-22.522,1.465
-0.041,-0.022,1.169,18.005,-21.118,1.038
-0.051,-0.026,1.216,22.278,-26.367,3.052
-0.040,0.004,1.287,13.306,-20.447,5.310
-0.039,-0.033,1.059,-1.099,7.324,0.793
-0.024,-0.004,0.968,-8.240,18.921,1.160
-0.007,-0.001,0.919,-7.324,18.738,2.502
-0.030,-0.024,0.987,-9.033,20.508,1.892
-0.051,-0.019,1.305,-6.226,16.296,4.395
-0.047,-0.016,1.635,-3.967,19.470,7.141
-0.059,0.044,2.020,-11.475,37.903,6.836
-0.072,-0.066,1.700,-10.254,74.768,2.441
0.000,-0.024,1.023,-27.710,110.229,-1.770
0.005,-0.046,0.324,-1.648,128.418,-5.371
0.085,-0.006,0.064,10.071,100.586,-1.770
0.118,-0.001,0.056,5.798,54.626,2.686
0.096,-0.041,-0.034,4.395,22.827,3.540
0.088,-0.045,-0.052,4.272,-1.038,4.272
0.100,-0.019,-0.053,8.667,-31.616,5.981
0.126,0.049,0.113,8.118,-61.218,7.019
0.017,-0.005,0.422,-1.831,-93.323,6.653
0.020,0.055,0.779,-11.902,-115.845,7.690
0.037,0.106,1.207,-13.184,-110.413,4.028
-0.253,0.280,2.618,100.464,-179.321,11.292
-0.269,-0.159,0.928,130.859,-28.748,2.625
-0.139,-0.087,0.731,1.770,10.681,-8.301
0.007,0.078,1.380,-25.208,-69.397,4.272
-0.015,-0.126,0.754,-21.423,3.479,-7.690
-0.047,-0.009,0.536,4.883,18.921,-1.465
-0.064,-0.058,1.226,14.465,-12.146,3.418
-0.100,-0.082,1.358,3.357,3.052,5.920
-0.032,0.068,1.258,-22.095,40.649,1.404
-0.048,-0.033,1.270,-39.795,61.218,1.221
0.019,0.007,0.782,-31.860,60.730,1.892
0.057,0.044,0.689,-18.738,42.725,0.854
0.013,-0.009,0.615,5.676,3.784,5.676
0.027,0.004,0.573,9.399,3.540,1.770
0.022,-0.005,0.502,6.287,-8.240,2.380
0.011,0.005,0.804,2.319,-17.517,1.831
-0.009,0.014,1.127,15.747,-32.166,2.319
-0.056,-0.054,1.234,26.978,-31.433,1.160
-0.053,0.009,1.425,28.625,-36.438,5.127
-0.044,-0.027,1.236,9.827,-13.916,3.967
-0.038,-0.033,1.025,-4.578,12.085,0.122
-0.020,-0.005,0.981,-8.606,17.273,1.953
-0.008,0.003,0.914,-7.935,20.081,2.441
-0.001,-0.019,0.779,-10.681,25.330,1.099
-0.020,-0.011,1.071,-6.165,14.893,2.319
-0.046,-0.021,1.325,-1.709,8.545,4.211
-0.057,-0.019,1.624,-0.732,13.611,6.897
-0.056,0.041,1.949,-8.179,33.325,7.324
-0.050,0.001,1.544,-8.911,73.792,1.953
0.007,-0.000,0.981,-17.456,101.440,-1.343
0.023,-0.057,0.266,3.723,111.755,-4.578
0.101,0.010,0.045,11.292,81.665,-0.488
0.113,-0.004,0.043,8.301,33.936,3.113
0.105,0.002,0.032,3.967,7.996,3.235
0.130,0.028,0.088,2.197,-12.939,2.991
0.069,-0.012,0.198,4.028,-40.466,2.808
0.022,-0.031,0.366,0.061,-67.383,3.113
0.046,0.043,0.630,-10.620,-89.355,4.883
-0.001,0.022,0.720,-12.573,-96.375,4.333
-0.125,-0.084,2.631,37.476,-138.184,6.165
-0.202,-0.090,1.586,137.207,-118.530,8.728
-0.179,-0.206,0.611,27.527,34.912,-9.888
-0.046,0.062,1.487,-18.311,-52.429,4.578
-0.116,0.523,2.765,169.312,-198.547,19.104
-0.239,-0.266,0.739,80.139,17.761,-1.709
-0.017,0.014,0.914,-11.536,-23.254,-2.441
0.007,0.049,1.164,-4.761,-60.974,6.531
-0.074,-0.037,0.871,-9.338,1.343,-6.531
-0.072,-0.068,0.635,7.935,26.123,-6.226
-0.063,0.001,1.383,27.283,-19.104,1.953
-0.113,-0.150,1.322,-0.854,12.207,-2.197
-0.017,0.128,1.329,-31.372,29.663,1.709
-0.010,0.015,1.250,-43.945,59.082,1.953
0.018,-0.005,0.598,-31.250,77.209,-0.244
0.039,0.028,0.509,-12.146,44.983,1.648
0.013,0.004,0.763,8.423,-10.742,5.127
0.024,-0.001,0.522,8.118,1.099,2.319
0.016,-0.000,0.554,7.019,-12.268,2.258
-0.004,0.011,1.002,5.249,-23.499,1.587
-0.024,0.010,1.114,25.391,-40.283,2.441
-0.063,-0.010,1.299,28.320,-36.682,3.174
-0.062,-0.020,1.313,17.395,-27.039,2.136
-0.051,-0.020,1.196,5.310,-7.874,2.502
-0.043,-0.026,1.060,-2.197,12.207,1.465
-0.021,0.009,0.948,-8.850,24.170,3.113
-0.010,0.000,0.875,-11.292,25.085,1.709
-0.000,-0.002,0.797,-9.460,22.278,1.587
0.006,0.000,0.907,-2.991,11.108,2.014
-0.019,-0.009,1.028,2.075,1.831,2.136
-0.059,-0.052,1.224,5.981,-6.470,3.540
-0.074,0.025,1.858,-14.587,37.109,5.676
-0.047,0.077,1.667,-15.381,78.247,1.038
-0.008,-0.021,1.101,-17.578,112.183,-3.418
0.007,-0.034,0.365,-2.502,126.770,-4.272
0.082,0.003,0.046,6.653,103.088,-2.136
0.126,0.016,0.098,10.193,40.405,3.174
0.129,0.017,0.017,7.629,12.817,3.418
0.115,0.002,0.029,7.690,-9.644,2.930
0.092,0.005,0.133,8.240,-36.682,3.113
0.023,-0.004,0.273,4.272,-61.218,3.296
0.030,-0.047,0.525,-6.042,-88.867,3.479
0.005,0.042,0.674,-14.038,-98.328,3.479
-0.083,-0.004,1.782,-0.916,-106.689,2.563
-0.189,0.336,2.661,129.028,-166.504,13.489
-0.223,-0.217,0.659,85.571,15.747,-1.953
-0.104,-0.051,1.689,-9.705,-27.405,0.916
0.002,-0.020,1.019,-19.592,-31.372,2.869
-0.034,-0.070,0.529,-13.672,20.081,-2.808
-0.052,0.019,1.027,8.240,3.052,2.075
-0.064,-0.011,1.199,8.606,-9.521,1.282
-0.075,-0.079,1.301,-13.306,17.639,-3.052
-0.041,0.034,1.245,-28.992,43.335,1.221
0.010,-0.028,1.027,-29.785,56.335,0.061
0.025,-0.010,0.582,-23.926,53.955,2.991
0.025,0.034,0.881,-2.808,9.644,4.517
0.016,0.013,0.577,7.812,2.258,2.808
0.020,-0.000,0.615,7.935,-3.784,2.441
0.007,0.009,0.727,4.211,-11.230,2.075
-0.006,0.013,1.055,11.292,-23.560,1.648
-0.036,-0.016,1.095,20.386,-23.804,1.465
-0.060,-0.045,1.217,24.658,-30.457,2.441
-0.046,-0.004,1.362,15.503,-30.701,5.310
-0.040,-0.037,1.149,1.465,1.282,1.465
-0.027,0.008,0.968,-6.714,24.658,1.343
-0.016,-0.009,0.891,-11.169,25.757,2.686
-0.010,-0.007,0.889,-7.690,19.104,1.831
-0.036,-0.016,1.089,-6.958,15.625,2.014
-0.040,-0.039,1.337,0.122,7.202,4.333
-0.043,0.032,1.722,-5.249,12.512,8.484
-0.050,0.028,1.687,-8.850,41.260,5.188
-0.035,0.027,1.378,-2.991,72.998,1.221
0.022,0.003,0.994,5.310,91.187,-1.343
0.037,-0.037,0.187,5.493,112.183,-3.357
0.082,-0.022,0.016,11.108,75.684,0.305
0.115,0.009,0.147,6.226,15.991,4.272
0.101,0.010,0.157,2.197,-2.075,3.174
0.099,0.004,0.185,2.258,-16.663,2.380
0.045,-0.003,0.293,2.197,-40.894,2.441
0.038,-0.052,0.468,-3.906,-68.054,2.930
0.021,0.030,0.701,-10.803,-86.060,3.479
-0.013,0.085,1.025,-5.920,-91.980,1.953
-0.116,0.525,3.176,65.125,-152.222,8.362
-0.199,-0.139,1.171,103.333,-50.781,2.197
-0.125,-0.133,1.522,11.230,4.211,-5.981
-0.036,-0.039,1.051,-21.423,-22.278,5.188
-0.020,-0.060,0.713,-10.742,7.141,0.732
-0.046,-0.027,0.874,4.578,7.019,2.380
-0.060,-0.032,1.094,2.930,2.197,2.869
-0.067,-0.008,1.234,-6.226,14.343,2.136
-0.033,0.027,1.161,-24.414,38.574,0.122
-0.001,-0.029,1.050,-26.367,47.058,0.244
0.013,-0.005,0.749,-22.278,42.969,2.075
0.030,0.018,0.819,-6.653,16.479,3.784
0.010,0.003,0.603,6.104,4.028,3.174
0.018,-0.000,0.640,7.874,-3.540,2.380
0.009,0.008,0.766,4.822,-10.559,1.953
-0.002,0.010,1.003,10.742,-20.081,1.709
-0.026,-0.011,1.093,17.761,-20.813,1.587
-0.056,-0.045,1.179,20.630,-24.414,2.014
-0.039,-0.003,1.296,19.470,-28.809,5.005
-0.035,-0.010,1.167,2.625,-5.432,2.930
-0.030,-0.024,1.000,-5.615,19.226,0.305
-0.016,-0.002,0.902,-10.925,25.208,2.686
-0.005,-0.002,0.874,-7.690,20.264,1.709
0.004,-0.003,0.868,-5.005,15.015,1.892
-0.006,-0.002,0.968,-1.038,7.324,2.014
-0.036,-0.013,1.146,2.686,-0.061,2.747
-0.042,-0.007,1.371,6.714,-3.418,5.737
-0.043,0.027,1.622,-4.944,11.353,8.240
-0.035,0.022,1.460,-6.775,40.955,4.272
-0.010,-0.001,1.206,-2.991,69.153,-0.549
0.015,-0.010,0.649,-0.977,85.754,-1.404
0.055,-0.035,0.324,9.094,70.129,0.854
0.084,0.009,0.303,9.338,33.508,2.380
0.078,-0.000,0.235,5.432,13.184,2.502
0.071,-0.000,0.307,2.014,-3.357,2.625
0.053,-0.009,0.461,-0.305,-26.489,3.113
0.049,-0.002,0.477,-1.892,-41.931,2.380
0.023,0.002,0.471,-6.287,-50.781,2.014
-0.006,0.013,0.671,-5.066,-71.411,2.136
-0.066,-0.097,2.055,25.940,-109.863,3.601
-0.106,0.038,2.100,90.332,-119.507,9.705
-0.142,-0.089,1.646,98.267,-105.042,7.568
-0.139,-0.158,0.952,26.550,17.578,-8.545
-0.062,-0.029,1.218,-10.559,-24.353,5.005
-0.017,-0.039,0.934,-14.221,6.226,1.770
-0.044,-0.043,0.679,-6.409,23.193,0.793
-0.050,-0.015,1.075,-1.343,5.737,3.906
-0.039,0.030,1.133,-6.042,14.099,2.869
-0.026,-0.003,1.105,-18.982,35.278,0.671
-0.000,-0.020,1.020,-21.423,41.321,-0.305
0.019,0.002,0.821,-15.320,30.579,2.136
0.017,0.013,0.760,-2.869,9.705,3.601
0.010,0.009,0.704,5.249,-0.793,3.052
0.009,0.001,0.763,8.179,-6.348,2.502
-0.001,-0.001,0.885,7.874,-10.376,1.892
-0.010,-0.001,0.980,10.681,-13.611,1.526
-0.027,-0.013,1.099,13.306,-14.648,1.526
-0.044,-0.027,1.126,14.099,-15.625,2.258
-0.037,-0.014,1.166,14.160,-17.334,3.784
-0.032,-0.007,1.134,4.944,-5.676,3.418
-0.026,-0.021,1.007,-4.700,13.123,0.977
-0.019,-0.006,0.942,-9.033,21.057,1.770
-0.040,-0.020,1.075,-8.606,19.287,2.319
-0.034,-0.040,1.259,-4.700,15.015,3.723
-0.038,-0.014,1.496,-6.042,20.020,6.104
-0.042,0.037,1.627,-7.446,33.569,6.653
-0.029,0.025,1.361,-3.418,60.242,2.197
0.006,0.002,1.065,2.686,80.933,-1.282
0.042,-0.046,0.293,5.859,94.849,-1.038
0.079,-0.008,0.093,11.841,68.359,0.610
0.100,0.014,0.160,6.531,19.958,3.174
0.094,0.002,0.170,2.502,0.244,2.869
0.072,0.009,0.295,0.916,-20.752,2.991
0.049,-0.017,0.435,0.122,-44.495,2.930
0.055,0.018,0.553,-4.272,-61.707,2.625
0.012,0.019,0.579,-8.667,-69.641,2.258
-0.054,0.067,1.415,0.305,-89.294,1.770
-0.000,0.423,3.202,72.571,-147.949,9.583
-0.186,-0.177,1.124,77.332,-31.860,-1.648
-0.115,-0.077,1.404,5.066,-1.465,-2.380
-0.021,-0.023,1.069,-15.198,-17.212,4.822
-0.036,-0.066,0.687,-9.644,14.038,0.366
-0.047,-0.025,0.996,0.916,11.414,2.319
-0.058,-0.016,1.104,-0.549,4.578,3.479
-0.038,0.023,1.157,-11.963,21.179,2.014
-0.023,-0.009,1.125,-22.766,39.673,0.732
-0.002,-0.020,0.990,-22.461,43.762,0.244
0.033,0.017,0.801,-14.709,30.457,2.625
0.013,0.009,0.745,-1.038,7.446,3.479
0.013,0.003,0.649,7.141,0.061,2.869
0.013,0.004,0.720,7.019,-6.836,2.502
-0.001,0.001,0.907,7.263,-13.245,1.770
-0.013,-0.003,1.008,13.367,-17.151,1.526
-0.038,-0.019,1.142,15.869,-18.127,1.770
-0.048,-0.033,1.172,18.372,-21.423,2.930
-0.036,-0.000,1.237,13.367,-18.677,4.700
-0.032,-0.022,1.073,-0.244,4.089,1.709
-0.023,-0.006,0.976,-7.385,18.799,1.465
-0.010,-0.002,0.914,-8.484,20.935,2.380
-0.004,-0.005,0.860,-7.446,19.409,1.770
0.002,-0.001,0.884,-3.296,11.902,2.075
0.001,-0.003,0.883,1.709,3.113,2.258
-0.036,-0.018,1.077,4.272,-3.357,2.625
-0.068,-0.083,1.351,7.935,-9.216,4.395
-0.085,0.009,1.993,-1.404,-0.916,10.315
-0.080,-0.075,1.952,-14.648,47.668,4.944
-0.068,0.029,1.429,-42.236,95.947,-0.488
-0.002,-0.009,0.870,-13.855,122.131,-4.456
0.040,-0.038,0.269,-3.784,123.352,-2.686
0.114,0.019,0.061,10.010,82.703,0.549
0.117,-0.003,0.001,13.611,33.630,3.052
0.110,-0.005,0.012,9.827,5.981,3.906
0.143,0.029,0.079,8.423,-16.907,4.150
0.082,-0.013,0.145,7.324,-38.635,3.296
0.023,-0.014,0.322,1.038,-66.223,3.235
0.033,-0.006,0.586,-9.521,-92.041,3.540
0.001,0.034,0.655,-14.465,-98.022,3.296
-0.187,-0.411,2.137,22.461,-129.822,4.272
-0.207,0.112,1.643,153.564,-147.888,15.198
-0.203,-0.242,0.528,49.500,36.926,-7.568
-0.083,0.006,1.598,-16.846,-52.002,3.235
0.007,-0.036,0.970,-24.719,-16.052,-0.610
-0.038,-0.050,0.504,-8.179,18.921,-4.089
-0.054,-0.003,1.084,8.362,-0.977,3.113
-0.087,-0.092,1.284,6.714,-4.333,0.854
-0.048,0.027,1.281,-15.137,28.625,1.404
-0.050,-0.047,1.240,-31.372,52.856,1.221
0.015,0.023,0.932,-30.518,55.969,1.282
0.046,0.019,0.701,-19.775,39.856,1.404
0.011,0.006,0.716,2.319,5.066,5.432
0.018,0.002,0.632,9.399,2.441,2.197
0.019,-0.001,0.585,6.287,-5.493,2.502
0.008,-0.000,0.797,3.113,-12.451,1.709
-0.005,0.009,1.070,12.939,-24.658,1.953
-0.040,-0.021,1.160,21.179,-24.048,1.038
-0.050,-0.021,1.233,24.353,-29.785,3.235
-0.042,0.003,1.296,15.015,-23.743,5.554
-0.039,-0.038,1.054,-0.854,6.592,0.671
-0.022,-0.007,0.976,-8.423,18.127,1.099
-0.036,-0.024,1.053,-8.545,18.494,2.625
-0.045,-0.013,1.314,-9.155,21.301,4.333
-0.057,-0.051,1.646,-11.230,31.189,5.859
-0.051,0.062,2.059,-14.893,44.617,7.141
-0.074,-0.013,1.600,-12.817,82.703,1.343
-0.033,-0.048,0.877,-21.118,121.948,-3.967
0.001,-0.129,0.203,-26.062,154.419,-7.629
0.120,0.006,-0.060,-5.981,110.596,-1.282
0.138,0.035,0.119,-5.005,47.424,3.174
0.134,0.020,0.192,5.310,0.061,4.150
0.119,0.002,0.044,14.343,-16.296,3.174
0.085,-0.007,0.081,19.287,-41.626,3.357
0.052,0.030,0.179,19.775,-81.665,5.310
0.035,-0.085,0.519,5.676,-105.408,4.822
-0.017,0.069,0.737,0.427,-123.840,8.606
-0.091,0.024,1.904,7.263,-122.620,3.540
-0.131,0.575,2.742,130.493,-163.452,14.893
-0.266,-0.263,0.755,93.445,21.729,-5.859
-0.112,-0.070,1.126,-20.630,-14.893,-3.113
0.038,-0.005,1.229,-22.095,-48.767,5.615
-0.028,-0.064,0.690,-11.841,21.912,-3.845
-0.190,-0.127,1.292,105.591,-67.871,4.456
-0.130,-0.127,0.806,12.878,18.982,-6.409
-0.039,0.003,1.285,-13.794,-46.936,6.165
-0.021,-0.092,0.683,-14.160,13.611,-0.977
-0.038,-0.022,0.679,2.258,18.616,2.075
-0.051,-0.012,1.163,5.920,-8.972,3.845
-0.081,-0.067,1.258,-7.507,9.888,-0.366
-0.036,0.036,1.189,-23.865,40.405,0.061
-0.005,-0.039,1.094,-27.710,51.147,0.549
0.010,-0.009,0.663,-24.292,49.622,2.258
0.031,0.019,0.862,-6.714,15.869,4.272
0.007,-0.002,0.588,6.714,5.005,3.235
0.019,-0.002,0.634,8.057,-3.113,2.808
0.011,0.003,0.710,4.333,-9.460,2.197
-0.003,0.004,1.007,9.338,-19.775,1.648
-0.023,-0.013,1.074,18.372,-22.095,1.404
-0.056,-0.045,1.206,19.836,-23.010,1.892
-0.039,0.000,1.257,20.935,-26.611,4.333
-0.035,-0.016,1.181,4.578,-8.911,3.296
-0.028,-0.034,1.021,-5.981,15.747,0.610
-0.016,-0.005,0.891,-11.047,25.391,2.319
-0.008,-0.008,0.902,-7.935,19.714,2.258
-0.031,-0.015,1.113,-7.935,16.479,1.831
-0.044,-0.060,1.354,-2.502,11.230,3.845
-0.056,0.034,2.037,-4.211,11.475,9.155
-0.058,0.150,2.050,-32.715,48.279,5.737
-0.065,0.017,1.313,-44.678,103.577,-1.892
-0.025,-0.093,0.645,-22.705,138.489,-5.554
0.060,-0.032,0.010,-17.151,147.278,-4.700
0.134,0.010,-0.013,-4.639,87.036,0.732
0.138,0.029,0.208,2.380,11.658,4.578
0.125,0.010,0.195,12.939,-17.822,4.028
0.096,-0.002,0.088,17.273,-23.987,3.235
0.060,0.006,0.159,21.545,-57.617,4.395
0.026,-0.045,0.343,13.062,-89.539,4.944
0.027,0.045,0.734,0.793,-114.441,5.554
-0.029,0.026,0.729,-0.610,-113.037,4.944
-0.259,0.179,2.820,59.082,-151.306,7.446
-0.229,-0.090,1.118,157.654,-81.787,12.512
-0.149,-0.205,0.670,12.451,37.598,-6.470
-0.032,0.044,1.268,-24.475,-52.734,5.981
0.012,-0.098,1.056,-14.587,-19.104,-0.427
-0.063,-0.023,0.502,-5.188,42.603,-0.305
-0.061,-0.011,1.051,8.179,6.348,3.235
-0.049,-0.025,1.298,-1.709,-10.620,1.221
-0.030,0.008,1.230,-23.926,32.043,-1.953
-0.013,-0.056,1.107,-27.100,58.105,-0.854
0.030,0.014,0.611,-23.315,54.260,2.075
0.030,0.011,0.834,-5.127,10.376,4.333
0.007,0.007,0.686,6.042,-1.160,3.113
0.015,-0.003,0.675,10.071,-6.104,2.930
0.002,0.001,0.813,7.141,-11.719,2.258
-0.012,0.001,0.979,11.719,-17.761,1.587
-0.033,-0.019,1.108,16.602,-19.043,1.343
-0.054,-0.037,1.174,16.174,-17.395,2.014
-0.043,-0.018,1.200,14.526,-17.273,3.784
-0.035,-0.011,1.147,4.761,-5.981,3.479
-0.028,-0.021,1.019,-4.761,12.756,1.709
-0.013,-0.001,0.933,-9.033,21.484,2.136
-0.003,-0.008,0.834,-8.789,21.851,1.831
0.005,-0.004,0.856,-4.639,13.977,2.136
0.004,-0.002,0.882,0.549,5.554,2.258
-0.002,-0.006,0.943,4.822,-2.563,2.258
-0.008,-0.006,0.954,5.859,-6.104,2.197
-0.011,-0.009,0.956,6.287,-6.042,2.136
-0.024,-0.016,0.995,6.409,-5.554,2.075
-0.055,-0.030,1.189,4.944,-4.272,2.380
-0.068,0.003,1.328,6.836,-5.920,4.272
-0.061,-0.028,1.706,-7.629,2.930,4.150
-0.039,0.026,1.542,-15.564,41.443,3.540
-0.024,-0.022,1.197,-9.033,72.571,0.305
0.013,0.010,0.533,-7.019,96.191,0.977
0.047,-0.017,0.377,10.254,62.378,2.502
0.068,-0.023,0.427,8.972,27.588,3.418
0.076,0.009,0.342,7.690,12.451,3.601
0.082,0.016,0.449,1.160,-1.221,3.662
0.070,-0.012,0.562,-1.282,-18.494,3.052
0.058,-0.004,0.407,-1.282,-27.344,1.709
0.039,-0.003,0.431,-3.662,-43.518,1.343
0.006,0.017,0.622,-2.136,-66.406,2.075
-0.068,-0.242,1.758,23.132,-102.539,1.831
-0.081,0.079,2.325,80.811,-127.136,9.033
-0.139,-0.140,1.082,41.016,11.475,-5.859
-0.083,-0.087,1.179,-11.536,1.709,2.686
-0.017,-0.006,1.019,-9.338,-1.953,4.089
-0.044,-0.060,0.672,-9.399,23.682,0.854
-0.040,-0.009,1.055,-6.287,15.930,3.418
-0.031,0.022,1.031,-9.888,20.813,2.502
-0.011,-0.007,0.977,-15.869,32.593,0.793
-0.002,-0.008,1.010,-13.367,27.710,1.465
0.016,-0.004,0.870,-5.188,14.160,2.563
-0.000,0.000,0.795,0.732,3.845,3.174
0.003,0.005,0.804,5.188,-3.540,2.930
-0.003,-0.005,0.850,7.935,-6.165,2.319
-0.007,-0.003,0.920,7.751,-7.690,1.953
-0.014,-0.007,0.987,8.179,-9.216,1.770
-0.026,-0.014,1.055,9.705,-10.010,1.770
-0.034,-0.017,1.110,9.583,-9.766,2.197
-0.032,-0.022,1.115,6.531,-5.981,2.502
-0.028,-0.019,1.072,1.892,1.160,2.747
-0.018,-0.010,1.007,-2.319,8.667,2.686
-0.006,-0.007,0.923,-4.456,13.489,2.319
-0.015,-0.014,0.970,-4.761,13.306,2.075
