aX,aY,aZ,gX,gY,gZ
-0.040,-0.012,1.308,-4.395,9.583,2.625
-0.072,-0.093,2.128,-3.052,-3.723,7.019
-0.081,0.401,2.800,-75.867,27.588,10.437
-0.016,-0.013,1.344,-87.769,125.061,-3.967
-0.129,-0.190,-0.016,-49.438,263.733,-20.447
0.077,-0.073,-0.570,-23.315,186.096,-12.512
0.181,-0.238,0.630,-24.719,31.982,6.714
0.168,0.157,0.956,35.645,-60.913,23.193
0.097,0.047,0.355,16.174,33.508,-0.244
0.102,-0.015,-0.024,13.062,48.340,-2.014
0.096,-0.025,0.101,5.615,-6.958,2.686
0.087,-0.020,0.070,-1.831,-34.546,4.333
0.073,0.019,-0.108,11.047,-59.204,6.287
0.020,0.013,0.151,22.705,-114.502,9.644
-0.033,0.045,0.608,20.813,-172.913,11.292
-0.069,0.020,2.212,20.996,-183.411,9.338
-0.240,-0.157,0.976,106.506,-42.725,5.554
-0.108,-0.047,0.878,3.113,9.644,-2.502
-0.021,0.014,1.286,-17.639,-59.998,5.920
-0.024,-0.057,0.843,-16.357,12.512,-2.686
-0.054,-0.023,0.520,0.549,30.640,0.061
-0.049,0.007,1.144,9.644,-11.414,3.906
-0.072,-0.109,1.330,-5.981,-1.221,-1.953
-0.032,0.059,1.237,-24.841,39.551,-0.549
-0.006,-0.081,1.107,-28.687,57.678,-0.488
0.023,0.016,0.583,-23.437,56.580,3.418
0.040,0.043,0.864,-4.333,12.573,4.578
0.012,0.005,0.651,6.897,-2.258,2.930
0.019,-0.002,0.656,8.667,-3.052,2.502
0.010,0.009,0.745,4.883,-9.766,1.953
-0.004,0.010,1.012,10.071,-19.165,1.343
-0.028,-0.013,1.092,17.517,-20.142,1.282
-0.056,-0.042,1.177,18.677,-21.973,1.892
-0.041,0.008,1.258,18.982,-26.062,4.639
-0.038,-0.013,1.164,3.601,-7.080,2.869
-0.033,-0.021,1.009,-4.578,16.724,1.038
-0.017,-0.003,0.911,-10.193,24.658,2.502
-0.007,-0.005,0.859,-8.118,20.996,1.648
0.001,-0.002,0.864,-5.066,14.832,2.075
0.000,-0.007,0.899,-0.122,6.531,2.197
-0.030,-0.015,1.083,3.479,-1.160,2.380
-0.074,-0.026,1.270,6.958,-6.897,4.028
-0.074,0.034,2.083,-0.671,-6.226,8.911
-0.071,-0.003,1.915,-20.142,45.349,5.432
-0.066,-0.057,1.211,-41.992,105.042,-3.296
0.014,0.007,0.537,-18.066,127.136,-3.906
0.080,0.023,0.234,-5.737,106.445,-1.465
0.116,0.020,0.197,8.667,54.199,2.136
0.112,-0.002,0.087,15.259,18.860,2.869
0.107,0.003,0.071,16.724,-8.179,3.479
0.075,-0.004,0.182,14.221,-36.804,4.028
0.039,-0.004,0.399,7.080,-61.523,4.272
0.034,0.003,0.670,-1.343,-79.651,3.235
-0.003,0.029,0.610,-11.963,-72.144,2.258
-0.026,0.068,1.456,-3.357,-88.074,1.709
-0.213,0.274,2.166,91.919,-150.452,10.010
-0.205,-0.199,0.905,78.430,-13.672,-0.427
-0.106,-0.046,1.204,-0.549,-8.057,-0.244
-0.017,-0.012,1.167,-10.193,-39.246,5.432
-0.048,-0.044,0.724,-11.292,23.437,-0.610
-0.035,-0.001,0.774,-0.854,25.940,2.319
-0.049,-0.009,1.157,3.784,-5.371,3.174
-0.030,0.021,1.194,-11.475,18.860,0.916
-0.025,-0.022,1.139,-21.240,41.504,-0.366
0.002,-0.019,0.986,-22.095,45.837,0.305
0.039,0.020,0.707,-13.977,29.907,3.967
0.008,0.007,0.761,1.160,2.869,3.723
0.011,0.004,0.710,8.240,-3.479,3.052
0.010,0.006,0.755,7.751,-7.568,2.502
-0.004,0.005,0.913,7.690,-12.390,1.953
-0.017,-0.002,1.016,12.756,-15.686,1.526
-0.042,-0.021,1.118,15.076,-16.235,1.648
-0.045,-0.027,1.164,17.761,-21.240,3.235
-0.035,-0.002,1.227,10.376,-16.602,4.639
-0.032,-0.024,1.043,-0.854,7.446,1.099
-0.026,-0.008,0.965,-7.935,20.325,1.831
-0.043,-0.010,1.163,-8.484,18.250,2.808
-0.064,-0.111,1.583,-8.057,11.841,4.700
-0.092,-0.065,2.291,-20.142,24.719,8.179
-0.086,0.192,2.021,-67.261,79.163,1.892
-0.063,0.087,0.847,-51.636,176.025,-9.399
0.005,-0.109,-0.254,-32.166,201.782,-15.015
0.185,0.067,-0.060,-17.517,113.770,-0.061
0.155,0.054,0.492,-1.099,-4.639,5.798
0.115,0.088,0.610,26.184,-32.837,5.005
0.095,-0.040,0.161,12.268,19.531,1.343
0.102,0.001,0.012,10.803,1.038,1.587
0.071,-0.010,0.187,-0.061,-37.476,3.479
0.055,0.075,0.269,1.404,-70.129,5.737
-0.024,-0.056,0.476,4.150,-101.868,4.883
-0.037,0.045,0.995,1.526,-128.662,7.080
-0.181,-0.286,2.136,40.405,-146.301,11.719
-0.239,0.130,2.404,134.583,-155.029,16.907
-0.148,-0.184,1.193,30.090,29.968,-10.376
-0.015,0.011,1.006,-16.541,5.249,3.906
-0.004,0.005,0.513,-5.798,11.353,4.883
-0.004,0.048,0.605,-3.113,9.827,2.502
-0.015,-0.042,1.017,17.456,-35.095,2.686
-0.041,0.044,1.241,13.489,-5.371,2.380
-0.035,-0.040,1.217,-0.854,11.292,0.732
-0.009,0.011,1.188,-17.944,29.358,0.000
0.024,-0.000,0.821,-16.541,41.565,1.099
0.006,-0.007,0.525,-8.911,29.602,2.258
0.010,0.031,0.966,4.089,-10.742,3.784
0.002,-0.001,0.802,7.996,-6.165,2.563
-0.003,-0.001,0.899,8.728,-7.446,2.136
-0.016,0.000,1.004,9.460,-11.047,1.770
-0.035,-0.011,1.076,11.719,-12.085,1.953
-0.042,-0.011,1.099,12.207,-13.611,2.563
-0.033,0.013,1.144,8.728,-11.169,3.784
-0.031,-0.006,1.013,0.854,4.395,2.014
-0.025,-0.003,0.963,-3.784,13.428,1.160
-0.016,0.004,0.951,-3.052,11.292,2.258
-0.011,0.004,0.914,-2.686,10.559,1.953
-0.009,0.000,0.862,-2.258,9.888,1.648
-0.017,-0.002,0.922,2.014,2.380,2.075
-0.053,-0.008,1.135,5.920,-6.165,2.869
-0.057,0.075,1.436,7.446,-13.489,5.127
-0.097,0.004,2.077,-9.827,-2.563,2.686
-0.099,0.009,2.151,-23.682,48.706,5.981
-0.104,-0.067,1.301,-55.725,127.991,-5.249
-0.039,0.014,0.317,-32.043,188.782,-3.967
0.076,-0.015,-0.235,-21.057,164.978,-4.944
0.161,0.101,0.055,-5.554,53.528,3.662
0.137,0.008,0.306,10.559,-23.804,4.822
0.095,0.009,0.302,21.606,-33.569,4.395
0.072,0.018,0.155,18.311,-24.292,3.479
0.035,-0.013,0.307,7.263,-45.959,3.967
0.061,-0.029,0.489,-4.883,-74.890,3.540
0.013,0.049,0.457,-4.822,-88.745,5.615
-0.066,0.145,1.256,7.446,-107.300,4.578
0.033,0.042,1.267,141.479,-192.444,10.437
-0.249,-0.196,1.115,152.100,-37.231,11.963
-0.123,-0.005,1.107,0.244,-10.193,-2.686
-0.022,-0.069,1.065,-28.198,-11.597,2.075
-0.169,-0.188,1.503,59.387,-39.734,0.488
-0.026,0.033,1.002,-4.883,41.077,1.770
0.018,-0.010,0.422,-8.728,14.893,4.822
0.014,0.027,0.712,-1.526,-2.930,3.113
-0.053,-0.019,1.021,13.123,-30.090,2.686
-0.060,-0.029,1.219,19.531,-10.498,1.770
-0.054,0.010,1.233,5.737,-0.244,3.601
-0.030,-0.009,1.254,-18.860,26.917,-0.977
0.008,-0.012,0.969,-19.043,40.894,0.671
0.036,0.008,0.450,-16.724,51.025,2.014
0.012,0.009,0.820,0.916,1.953,3.174
0.007,0.028,0.941,9.155,-17.395,3.601
-0.001,-0.011,0.839,8.545,-5.737,1.709
-0.009,-0.001,0.955,8.362,-8.972,1.831
-0.026,0.002,1.037,12.329,-15.503,2.441
-0.037,-0.014,1.104,15.381,-17.944,2.808
-0.035,0.008,1.147,9.583,-11.597,3.418
-0.035,-0.010,1.017,1.648,3.296,1.587
-0.028,-0.002,1.013,-0.610,7.385,1.648
-0.019,0.001,0.990,-1.831,8.972,2.136
-0.011,0.009,0.944,-3.601,12.268,1.953
-0.007,0.003,0.884,-4.578,13.550,1.709
-0.012,-0.002,0.841,-1.953,9.705,1.892
-0.045,-0.009,1.113,3.723,-2.441,2.869
-0.085,0.100,1.539,7.446,-17.212,5.371
-0.111,-0.025,2.476,-13.794,-5.493,2.747
-0.078,0.214,2.157,-65.186,73.792,1.221
-0.104,-0.084,0.667,-50.720,199.463,-11.169
0.014,-0.039,-0.405,-37.903,223.389,-7.263
0.208,0.125,-0.078,-14.404,84.961,2.258
0.143,0.005,0.494,11.169,-32.593,6.470
0.107,0.069,0.409,33.569,-40.894,4.944
0.062,-0.029,0.170,22.095,-5.554,4.089
0.053,-0.001,0.267,9.277,-28.198,3.052
0.047,0.009,0.413,-7.019,-51.270,4.028
0.067,0.038,0.387,-10.132,-66.284,3.967
-0.011,0.016,0.437,1.343,-90.393,5.981
-0.087,-0.208,1.940,43.884,-156.677,6.531
-0.143,0.227,1.560,207.153,-153.625,20.508
-0.205,-0.211,1.162,69.702,-5.554,-1.709
-0.079,-0.020,1.033,-25.635,-10.254,1.526
-0.009,-0.075,0.980,-21.606,-9.521,-0.244
-0.036,-0.042,0.620,-1.221,8.545,0.977
-0.065,-0.033,1.073,6.470,2.930,3.296
-0.070,0.008,1.288,1.038,-0.183,3.235
-0.024,0.047,1.223,-24.536,35.278,-0.793
-0.019,-0.062,1.092,-32.532,60.303,-1.221
0.034,0.020,0.655,-29.541,63.354,1.099
0.048,0.028,0.761,-9.216,22.827,4.333
0.012,0.009,0.680,5.371,-2.747,3.052
0.016,0.002,0.678,10.620,-6.531,2.808
0.008,0.008,0.800,7.996,-12.634,2.319
-0.005,0.011,0.968,11.292,-18.982,1.953
-0.028,-0.005,1.082,16.113,-19.958,1.526
-0.052,-0.029,1.130,18.188,-20.752,1.892
-0.042,0.022,1.255,18.372,-26.062,4.456
-0.041,-0.007,1.159,4.333,-8.362,2.441
-0.039,-0.025,1.013,-2.441,13.428,0.793
-0.051,-0.019,1.152,-7.568,16.663,3.235
-0.061,0.078,1.480,-10.437,13.062,4.150
-0.115,-0.124,2.280,-23.071,17.639,-1.038
-0.122,0.268,2.531,-61.096,65.186,2.441
-0.010,-0.118,0.782,-57.983,173.889,-9.521
-0.069,-0.113,-0.519,-45.471,264.709,-12.451
0.206,0.028,-0.195,-19.409,124.329,-1.770
0.154,0.096,0.652,-7.019,-14.099,8.423
0.117,0.048,0.645,33.508,-40.649,4.395
0.093,-0.027,0.090,12.146,36.316,2.686
0.083,-0.024,-0.036,15.503,5.127,1.221
0.077,-0.008,0.095,0.488,-35.767,4.456
0.080,0.036,0.161,-1.282,-64.575,7.141
0.040,0.008,0.305,4.700,-101.624,8.179
-0.014,0.078,0.547,9.094,-143.311,9.033
-0.264,-0.093,2.343,41.443,-181.580,7.935
-0.190,0.080,1.542,266.113,-141.602,21.179
-0.313,-0.317,0.659,93.872,14.038,-0.305
-0.106,-0.018,1.118,-36.316,-31.555,-2.380
0.028,-0.088,0.998,-34.424,-14.954,-1.038
-0.029,-0.031,0.646,-8.179,3.479,-1.648
-0.062,-0.013,1.157,9.521,4.150,3.174
-0.071,-0.012,1.258,9.033,-2.686,3.967
-0.031,-0.019,1.261,-19.348,31.006,-1.343
-0.037,-0.010,1.221,-36.804,56.519,-0.122
0.018,-0.046,0.838,-35.828,66.345,-1.160
0.052,0.010,0.608,-15.625,42.114,4.822
0.014,0.008,0.800,2.197,-0.977,4.639
0.019,0.004,0.617,10.315,0.061,1.892
0.018,-0.003,0.648,7.629,-7.385,2.563
0.008,0.008,0.804,4.700,-14.160,1.892
-0.010,0.003,1.062,13.733,-25.146,1.831
-0.040,-0.022,1.142,20.386,-23.132,1.404
-0.061,-0.040,1.224,20.569,-24.170,2.258
-0.045,-0.009,1.251,16.968,-21.484,4.456
-0.042,-0.025,1.113,1.160,-0.488,2.258
-0.032,-0.016,0.986,-8.484,18.799,1.038
-0.017,-0.008,0.901,-9.460,22.339,2.502
-0.007,-0.007,0.865,-7.141,19.409,2.136
0.003,-0.004,0.873,-4.639,14.648,2.197
-0.009,-0.008,0.977,0.061,5.859,2.380
-0.044,-0.023,1.221,2.563,-0.244,2.747
-0.073,0.008,1.421,5.859,-2.136,4.761
-0.094,-0.115,2.160,-17.395,2.258,3.052
-0.055,-0.015,1.535,-67.505,73.120,-1.282
-0.016,0.058,0.825,-23.865,136.902,-3.601
0.032,-0.109,0.151,-18.005,138.550,-0.610
0.134,0.059,0.054,-3.784,84.106,0.000
0.108,0.024,0.205,6.165,17.273,4.089
0.106,0.008,0.294,11.719,-13.855,3.784
0.078,0.016,0.276,13.611,-26.611,3.540
0.053,-0.009,0.349,13.428,-49.622,3.845
0.046,0.015,0.346,6.531,-67.871,3.235
-0.001,0.035,0.545,-1.465,-91.553,4.456
-0.089,0.118,1.523,8.118,-110.657,3.052
-0.130,0.005,1.532,103.821,-155.945,5.066
-0.221,-0.146,1.196,98.511,-17.883,9.766
-0.093,0.007,1.239,-0.671,-5.554,0.244
-0.006,-0.015,1.055,-19.226,-9.949,3.235
-0.036,-0.072,0.607,-13.062,20.142,1.465
-0.054,-0.008,1.002,0.854,11.047,2.930
-0.154,0.407,2.828,-88.867,58.533,3.967
-0.158,-0.097,0.852,-83.252,202.881,-11.658
-0.007,-0.116,-0.701,-44.983,267.090,-16.052
0.186,0.049,0.048,-28.931,105.286,-1.404
0.143,0.164,1.255,9.277,-62.195,13.611
0.105,0.005,0.842,38.574,-24.170,13.062
0.061,-0.078,0.104,3.479,86.792,-4.883
0.105,-0.039,0.009,5.920,44.678,-0.793
0.121,0.007,0.235,-5.798,-16.174,4.517
0.078,0.002,0.059,7.568,-42.786,5.554
0.063,-0.032,-0.176,25.452,-57.495,6.531
0.023,0.074,0.164,31.006,-115.540,11.597
-0.025,-0.008,0.795,18.066,-178.772,11.536
-0.063,0.279,1.901,10.071,-165.344,7.751
-0.094,0.400,2.698,210.754,-148.132,8.667
-0.310,-0.274,0.680,171.387,23.376,-3.235
-0.150,-0.034,1.506,-19.531,-27.405,-3.845
0.025,-0.057,1.240,-39.856,-30.762,2.747
-0.020,-0.059,0.701,-25.452,20.447,-3.601
-0.048,-0.005,0.642,-3.601,30.579,0.916
-0.040,-0.043,1.150,0.488,-0.488,1.221
-0.018,0.001,1.209,-11.169,16.235,-2.380
-0.019,-0.011,1.117,-25.024,46.326,0.061
0.018,-0.026,0.847,-26.001,49.255,-0.732
0.042,0.005,0.783,-5.310,14.893,4.822
0.000,-0.007,0.858,1.404,-2.686,3.601
0.012,0.003,0.726,8.667,-3.906,3.174
0.005,-0.009,0.781,7.690,-6.226,2.441
0.000,0.001,0.862,7.690,-9.583,2.014
-0.017,-0.008,1.018,11.658,-14.465,1.526
-0.036,-0.023,1.137,13.794,-14.282,1.221
-0.045,-0.020,1.182,11.230,-12.268,2.136
-0.038,-0.026,1.114,6.042,-5.920,2.563
-0.033,-0.020,1.061,0.854,1.831,2.808
-0.023,-0.011,0.995,-2.686,9.277,2.991
-0.017,-0.009,0.941,-4.761,14.893,2.380
-0.028,-0.005,1.079,-6.653,16.846,2.258
-0.032,-0.015,1.252,-6.775,19.043,2.625
-0.043,-0.058,1.441,-5.249,23.010,4.028
-0.028,0.110,1.875,-1.709,18.494,11.108
-0.037,0.044,1.649,-15.503,57.312,6.226
-0.004,-0.031,1.077,-24.597,104.492,-2.808
0.019,-0.023,0.258,-1.526,125.488,-3.479
0.086,-0.021,0.005,8.545,90.576,-1.099
0.124,0.017,0.106,8.850,23.560,4.333
0.114,0.011,0.072,7.019,-2.136,3.662
0.079,-0.010,0.144,8.301,-23.804,3.357
0.041,-0.001,0.305,6.592,-51.208,3.540
0.030,-0.050,0.507,0.488,-74.219,3.174
0.021,0.028,0.673,-10.559,-79.773,2.380
-0.015,0.037,0.777,-10.864,-81.726,1.526
-0.094,0.087,2.810,39.551,-133.728,4.089
-0.200,-0.104,1.409,113.831,-99.426,8.423
-0.119,-0.115,0.725,18.799,23.437,-4.333
-0.047,-0.010,1.314,-10.925,-46.875,5.554
-0.021,-0.048,0.890,-13.550,6.287,0.549
-0.045,-0.037,0.601,-1.160,23.804,0.977
-0.052,-0.061,1.119,5.981,-3.235,3.601
-0.060,-0.024,1.213,-4.761,10.010,2.014
-0.027,0.033,1.153,-22.583,39.978,0.183
0.000,-0.041,1.074,-26.123,47.913,0.305
0.013,-0.006,0.739,-21.423,42.908,1.953
0.039,0.019,0.846,-6.165,13.672,4.089
0.010,-0.001,0.658,5.859,2.869,3.235
0.020,-0.002,0.651,8.179,-3.052,2.563
0.011,0.008,0.755,4.883,-8.789,2.075
-0.002,0.003,0.990,9.583,-17.334,1.648
-0.024,-0.015,1.079,16.357,-19.470,1.221
-0.053,-0.037,1.178,16.541,-19.775,1.770
-0.044,-0.016,1.194,17.517,-21.179,3.479
-0.041,-0.015,1.169,7.874,-10.620,3.540
-0.034,-0.023,1.030,-3.784,10.254,1.709
-0.020,-0.001,0.949,-8.972,21.057,2.136
-0.012,-0.018,0.849,-8.972,23.071,1.831
-0.017,-0.004,1.002,-6.531,16.479,2.075
-0.040,-0.008,1.204,-2.991,10.620,2.930
-0.049,-0.015,1.434,2.380,5.310,4.700
-0.079,0.006,2.091,-14.343,8.972,8.545
-0.049,-0.004,1.424,-41.138,76.538,0.244
-0.012,0.047,0.849,-16.907,123.901,-4.333
0.045,-0.026,0.240,-12.695,121.277,-3.235
0.102,0.017,0.163,1.343,73.608,0.732
0.106,0.007,0.176,7.812,25.513,2.991
0.110,0.017,0.191,11.108,-1.526,3.479
0.082,0.000,0.192,16.846,-30.701,3.723
0.054,-0.022,0.264,12.878,-51.025,3.540
0.036,-0.008,0.476,3.235,-79.956,4.272
-0.003,0.015,0.641,-1.892,-90.759,3.479
-0.055,0.110,1.385,-3.418,-90.332,2.197
-0.240,0.311,2.591,75.256,-151.855,6.897
-0.217,-0.146,1.243,89.661,-35.034,3.601
-0.098,-0.033,1.138,2.319,5.493,-1.160
-0.009,0.022,1.192,-10.803,-35.339,5.920
-0.042,-0.049,0.893,-9.399,12.329,0.427
-0.037,-0.001,0.660,-2.258,30.701,1.282
-0.061,-0.062,1.143,4.700,-1.709,3.418
-0.021,0.036,1.174,-7.996,13.855,2.747
-0.019,-0.016,1.096,-22.888,44.434,-0.366
-0.001,-0.027,0.929,-24.231,48.462,0.183
0.034,0.007,0.805,-11.841,25.696,2.808
0.010,0.009,0.757,0.305,2.808,3.540
0.011,0.001,0.737,7.690,-4.272,2.930
0.007,-0.001,0.776,8.423,-7.751,2.441
-0.004,0.001,0.894,8.179,-11.902,1.953
-0.018,-0.003,1.024,12.268,-15.198,1.526
-0.036,-0.016,1.127,14.160,-14.893,1.587
-0.047,-0.025,1.130,12.573,-13.306,2.319
-0.038,-0.013,1.151,10.864,-13.000,3.662
-0.031,-0.012,1.106,2.808,-1.892,3.235
-0.040,-0.016,1.117,-5.249,13.306,2.014
-0.042,0.000,1.312,-8.118,17.944,3.296
-0.056,-0.016,1.627,-15.198,23.132,3.662
-0.094,-0.078,2.102,-21.545,36.316,4.333
-0.083,0.033,1.571,-54.871,98.755,-0.854
-0.055,0.098,0.635,-28.137,169.128,-6.409
0.029,-0.052,-0.218,-25.024,184.387,-9.094
0.172,0.091,-0.030,-11.047,86.304,2.014
0.137,0.015,0.323,1.587,-9.277,5.310
0.114,0.026,0.389,19.287,-31.250,4.456
-0.165,-0.226,0.777,56.885,10.376,-1.160
-0.047,0.049,1.062,-10.742,-15.381,3.723
-0.008,0.003,1.102,-2.258,-39.124,4.272
-0.054,-0.066,0.742,-5.371,10.681,-0.977
-0.057,0.009,0.961,7.751,16.235,1.587
-0.073,0.018,1.305,16.418,-20.081,4.761
-0.031,-0.013,1.373,-15.625,17.578,-1.892
-0.035,-0.025,1.215,-32.471,56.519,0.122
0.027,0.005,0.758,-32.654,74.951,-0.244
0.039,-0.002,0.531,-15.137,44.556,4.150
0.014,0.005,0.831,3.296,-6.958,4.089
0.020,0.003,0.647,9.399,-4.700,2.380
0.013,0.002,0.745,8.545,-10.986,2.380
-0.003,0.003,0.962,9.705,-17.700,2.075
-0.021,-0.002,1.069,15.808,-20.447,1.770
-0.048,-0.019,1.137,16.174,-17.578,1.648
-0.048,-0.015,1.150,15.869,-18.616,3.052
-0.038,-0.001,1.194,10.681,-14.709,4.089
-0.046,-0.026,1.070,-0.549,5.127,2.014
-0.055,0.007,1.234,-4.944,12.329,2.869
-0.072,0.025,1.434,-11.353,17.822,4.028
-0.081,-0.015,2.048,-20.569,26.550,2.014
-0.077,0.229,2.221,-42.664,64.392,5.371
-0.003,-0.050,0.827,-49.744,153.137,-6.653
-0.028,-0.144,-0.152,-39.612,216.553,-10.742
0.187,0.072,-0.116,-15.930,119.751,-1.892
0.132,0.026,0.441,0.671,-1.160,5.676
0.103,0.057,0.638,24.475,-34.668,4.700
0.082,-0.026,0.196,12.939,12.939,3.235
0.087,0.019,0.106,7.751,1.221,1.587
0.058,-0.003,0.287,-2.441,-37.659,3.845
0.049,0.037,0.411,-2.502,-64.270,5.798
0.005,-0.010,0.568,1.099,-91.736,5.066
0.003,0.072,0.989,2.380,-109.436,6.287
-0.137,-0.369,1.908,41.138,-133.301,5.310
-0.184,0.147,2.440,119.873,-155.884,17.517
-0.119,-0.151,1.153,38.513,19.165,-5.127
0.027,0.020,0.691,-12.329,10.742,4.089
-0.021,-0.016,0.834,-5.005,-8.423,3.601
-0.041,0.007,0.973,5.676,-13.000,1.526
-0.043,-0.011,1.010,12.695,-4.456,1.160
-0.060,0.007,1.173,12.329,-2.319,2.930
-0.036,0.005,1.312,-11.292,13.123,1.282
-0.011,-0.008,1.141,-26.062,40.955,-0.671
0.022,-0.011,0.628,-23.193,62.012,-0.305
0.025,0.008,0.590,-7.874,26.672,3.662
0.007,0.022,0.873,3.967,-10.986,3.662
0.005,0.001,0.767,9.216,-5.493,2.502
-0.000,0.005,0.871,9.277,-11.047,2.197
-0.011,0.006,0.983,10.620,-14.038,2.014
-0.032,-0.006,1.097,13.245,-14.771,1.831
-0.044,-0.017,1.086,13.916,-14.771,2.258
-0.036,0.010,1.162,12.268,-15.747,3.906
-0.036,-0.002,1.070,4.089,-2.563,2.930
-0.036,-0.014,1.001,-2.686,11.169,1.221
-0.044,-0.004,1.115,-4.333,11.658,2.869
-0.056,0.012,1.305,-5.981,15.198,3.906
-0.057,0.025,1.476,-11.475,23.865,2.319
-0.043,0.065,1.894,-14.465,26.306,2.075
-0.054,-0.053,1.423,-14.832,75.562,1.709
-0.010,0.096,0.559,-23.071,151.733,-1.343
0.064,-0.037,-0.028,-24.353,155.273,-5.615
0.128,0.074,0.151,-4.700,48.950,4.456
0.101,-0.005,0.343,13.000,-18.677,3.784
0.078,0.013,0.385,19.653,-30.823,4.333
0.051,0.004,0.407,12.817,-32.288,3.418
0.033,-0.023,0.515,0.366,-42.114,2.808
0.044,0.025,0.554,-7.202,-54.321,2.991
0.014,0.019,0.580,-4.700,-65.186,3.296
-0.074,0.031,1.498,16.724,-96.802,3.479
-0.059,0.113,2.635,87.646,-167.786,8.362
-0.127,-0.045,1.141,62.317,-22.461,7.324
-0.058,0.026,0.898,5.737,9.827,0.000
-0.029,0.018,1.126,2.197,-38.330,3.784
-0.055,-0.048,0.988,0.000,-4.089,2.197
-0.051,-0.002,0.841,-1.892,25.330,0.610
-0.069,-0.047,1.104,3.662,6.165,2.625
-0.015,0.050,1.250,-13.245,17.761,3.235
-0.014,-0.019,1.068,-25.391,45.471,-0.122
0.015,-0.025,0.698,-25.269,56.030,-0.366
0.033,0.015,0.812,-8.728,20.813,3.052
0.007,0.009,0.726,3.052,-0.916,3.113
0.011,0.007,0.764,8.972,-7.263,2.808
-0.001,0.005,0.854,9.277,-11.414,2.319
-0.012,0.004,0.967,10.986,-14.465,2.075
-0.029,-0.005,1.086,13.000,-15.076,1.831
-0.043,-0.013,1.080,13.672,-14.709,2.075
-0.039,-0.002,1.132,12.939,-16.235,3.235
-0.038,-0.006,1.110,6.897,-7.385,3.174
-0.039,-0.014,1.025,-0.671,6.775,2.136
-0.044,0.003,1.125,-4.150,11.047,2.747
-0.079,-0.005,1.336,-6.958,14.709,3.418
-0.071,0.071,1.697,-13.855,17.944,4.028
-0.080,0.203,2.310,-32.410,32.654,1.465
-0.050,-0.097,0.987,-48.218,133.667,-4.578
-0.026,-0.167,-0.088,-41.626,207.458,-8.179
0.183,0.080,-0.028,-17.578,118.225,-2.075
0.117,0.047,0.364,3.784,-1.038,6.470
0.100,0.012,0.467,28.259,-39.917,3.845
0.064,0.003,0.284,21.973,-12.634,4.578
0.056,0.006,0.385,8.667,-25.269,2.869
0.060,-0.009,0.503,-4.944,-42.725,2.869
0.059,0.039,0.445,-8.545,-51.575,2.930
0.009,0.013,0.485,-1.038,-69.763,4.150
-0.071,0.050,1.517,23.621,-117.920,5.310
-0.167,0.204,2.090,112.122,-178.894,13.733
-0.185,-0.187,1.072,73.608,-4.822,5.005
-0.074,0.021,1.104,-0.427,-4.578,1.099
-0.017,0.011,1.097,-2.625,-32.410,3.845
-0.057,-0.029,0.899,-6.409,8.789,0.916
-0.042,0.024,0.940,0.488,19.775,1.160
-0.071,-0.013,1.184,7.629,-1.099,3.174
-0.021,0.035,1.258,-14.771,19.043,1.953
-0.019,-0.026,1.078,-26.672,49.500,-0.977
0.014,-0.015,0.681,-27.039,60.242,-0.305
0.032,0.023,0.744,-8.423,22.705,2.930
0.003,0.015,0.755,3.723,-4.150,3.357
0.006,0.011,0.780,10.010,-8.118,3.113
-0.004,0.006,0.863,9.827,-11.719,2.686
-0.091,0.117,1.941,-77.026,60.181,7.507
-0.090,-0.001,0.959,-28.259,149.048,-4.639
-0.006,-0.091,0.038,-28.870,187.927,-5.920
0.159,0.023,-0.149,-12.085,129.272,0.244
0.133,0.032,0.147,1.831,19.287,6.165
0.167,0.062,0.283,17.517,-34.729,7.019
0.115,0.019,0.192,25.452,-34.485,5.188
0.077,-0.008,0.059,27.588,-50.415,3.967
0.028,-0.027,0.388,9.888,-78.430,4.089
0.012,0.021,0.714,-0.244,-106.140,4.089
-0.025,0.081,0.789,-6.104,-94.238,3.784
-0.217,-0.072,2.208,62.256,-148.743,3.235
-0.214,-0.071,1.365,161.133,-77.454,15.686
-0.133,-0.155,1.037,13.123,19.470,-5.554
-0.034,-0.009,1.109,-22.949,-14.099,3.174
-0.025,-0.076,0.726,-11.902,3.052,1.892
-0.038,-0.014,0.832,-1.465,11.780,1.831
-0.055,-0.009,1.127,3.357,5.432,3.296
-0.040,-0.005,1.064,-4.822,18.677,0.671
-0.023,-0.020,1.177,-20.752,34.241,0.000
-0.009,-0.021,1.069,-22.278,39.001,0.366
0.029,0.009,0.729,-15.381,32.593,1.343
0.015,0.008,0.773,-1.709,6.470,3.967
0.007,0.011,0.738,7.080,-4.395,3.174
0.004,-0.003,0.774,9.766,-7.568,2.625
-0.000,0.005,0.873,7.874,-11.047,2.380
-0.015,-0.002,0.984,10.620,-14.099,1.587
-0.033,-0.018,1.103,13.489,-14.954,1.282
-0.043,-0.018,1.181,12.756,-13.306,2.075
-0.039,-0.024,1.143,7.812,-7.629,2.563
-0.033,-0.018,1.095,1.526,0.610,2.808
-0.022,-0.008,1.004,-2.625,9.216,2.747
-0.019,-0.015,0.959,-5.493,15.381,2.441
-0.057,-0.006,1.266,-8.423,16.907,2.686
-0.130,0.095,1.728,-4.700,4.150,5.676
-0.075,0.317,2.733,-58.777,12.146,3.479
-0.039,-0.114,1.214,-96.619,126.587,-1.038
