aX,aY,aZ,gX,gY,gZ
0.271,-0.014,0.585,-26.062,-7.874,5.432
0.238,0.020,0.770,-5.371,-56.213,5.310
0.187,-0.115,1.260,40.955,-90.393,0.610
-0.020,-0.012,1.632,20.142,-72.754,9.460
-0.172,-0.006,1.048,7.202,20.020,2.502
0.166,-0.075,0.811,7.385,44.312,-5.371
0.102,-0.025,0.949,13.062,18.433,-2.747
0.129,-0.088,1.006,32.166,11.902,-1.038
0.128,-0.091,0.936,19.653,20.569,0.000
0.168,-0.125,0.794,12.695,25.208,-1.892
0.276,-0.112,0.794,-6.470,18.311,-3.052
0.166,-0.141,0.982,-1.526,-4.639,-0.854
0.170,-0.061,0.932,-1.282,-2.930,2.991
0.210,-0.110,0.890,3.784,-2.136,2.014
0.183,-0.031,1.168,3.052,-22.888,5.493
0.033,-0.066,0.844,15.686,12.146,3.845
-0.058,-0.009,0.496,-0.732,27.893,14.771
0.162,-0.123,1.581,-19.409,-48.950,10.864
0.246,-0.125,1.454,-27.649,-15.808,7.324
0.120,0.066,1.559,-13.550,49.072,0.427
0.227,-0.170,0.331,26.123,94.910,3.296
0.341,-0.215,0.364,-55.176,83.435,-19.043
0.265,-0.161,0.155,-52.795,53.955,2.136
0.420,-0.156,0.206,-55.847,17.456,7.263
0.383,-0.088,0.522,6.714,-95.520,13.367
0.354,0.013,1.423,80.017,-198.242,27.588
-0.196,0.132,2.095,70.923,-200.195,36.194
-0.264,0.198,1.752,9.155,-10.620,26.733
-0.240,-0.019,0.703,0.122,166.199,-20.996
0.159,-0.027,0.481,-45.349,78.003,-16.113
0.162,-0.071,0.706,20.203,16.296,-14.282
0.129,-0.079,0.962,63.965,-6.714,-6.531
0.135,-0.144,1.186,44.739,-7.874,-3.052
0.072,-0.091,0.827,1.587,18.921,-2.014
0.256,-0.117,0.997,-0.488,2.625,-1.892
0.091,-0.136,0.806,8.728,13.184,-0.854
0.058,-0.103,0.540,-11.414,8.484,13.367
0.348,-0.082,2.117,-49.866,-43.823,14.954
0.166,0.101,2.333,-20.325,-67.444,21.118
-0.056,-0.031,1.926,21.118,52.246,7.690
0.179,-0.057,0.720,48.950,174.866,-2.075
0.280,-0.141,0.435,-10.742,190.552,-20.081
0.278,-0.169,0.016,-94.116,157.104,-19.714
0.271,-0.162,-0.120,-36.316,78.857,3.113
0.295,-0.167,-0.054,-73.547,47.852,-4.211
0.231,-0.180,-0.160,-49.194,0.427,2.991
0.404,-0.172,0.037,-28.870,-61.157,14.709
0.213,-0.119,0.272,57.983,-215.698,22.095
0.270,-0.039,2.291,134.521,-288.696,53.894
-0.387,0.270,3.656,82.825,-252.563,33.508
-0.472,0.172,1.869,31.860,50.293,24.719
0.043,0.014,0.486,-21.851,207.764,-14.526
0.314,-0.150,0.188,-104.614,107.056,-34.790
0.360,-0.185,0.224,-2.808,24.292,-23.743
0.238,-0.109,0.588,27.710,-15.198,-5.798
0.302,-0.189,1.167,100.403,-92.651,3.723
0.042,-0.077,1.767,52.185,-90.332,6.165
-0.009,-0.042,0.946,-0.366,23.315,15.076
-0.004,-0.048,0.936,-16.235,53.467,2.991
0.263,-0.094,1.123,0.366,-18.494,7.935
0.239,-0.119,1.214,-10.925,4.395,-8.484
0.192,-0.133,0.641,7.507,44.983,5.615
0.280,-0.102,0.741,-27.344,40.833,-1.953
0.267,-0.063,0.590,-34.546,16.724,2.075
0.286,-0.024,0.527,-27.100,-16.174,6.104
0.226,0.038,0.864,3.174,-68.481,6.104
0.200,-0.131,1.644,62.622,-109.253,4.639
-0.097,0.020,1.695,17.578,-67.505,9.705
-0.172,-0.042,0.872,12.207,57.678,2.441
0.129,-0.038,0.707,-22.461,57.434,-7.690
0.132,-0.066,0.779,10.559,23.010,-5.310
0.151,-0.061,0.936,39.307,7.507,-2.808
0.147,-0.116,1.109,36.133,-2.930,-3.174
0.170,-0.161,0.988,10.986,6.836,-2.197
0.238,-0.126,0.770,-3.723,25.696,-1.526
0.167,-0.068,0.823,-3.113,4.578,1.831
0.162,-0.042,1.013,7.874,-13.733,4.639
0.137,-0.056,0.895,12.634,1.343,1.587
0.121,-0.089,0.946,-3.418,3.540,0.610
0.107,0.050,2.531,-18.127,47.974,6.470
0.147,-0.015,0.864,61.157,208.801,6.592
0.181,-0.134,0.249,28.931,235.718,-17.273
0.234,-0.134,-0.008,-58.960,151.306,-10.681
0.242,-0.134,-0.069,-49.500,115.295,-7.812
0.272,-0.143,-0.105,-40.955,58.167,0.244
0.290,-0.200,-0.142,-39.673,27.161,-2.380
0.268,-0.160,-0.164,-62.866,3.845,7.019
0.274,-0.130,-0.152,-79.651,-30.457,16.357
0.309,-0.086,0.165,7.080,-136.475,24.658
0.078,0.009,0.489,156.921,-345.459,50.781
-0.169,0.393,4.000,121.948,-300.659,38.635
-0.606,0.211,3.165,35.095,-165.161,32.959
-0.018,-0.098,0.510,8.789,238.770,-12.817
0.238,-0.033,0.328,-132.874,179.443,-34.485
0.367,-0.218,0.102,-18.616,28.076,-29.663
0.182,-0.202,0.136,-9.705,4.822,-8.118
0.192,-0.112,0.534,24.597,-39.734,-0.610
0.306,-0.129,1.253,97.717,-104.980,4.944
0.006,-0.060,2.016,68.481,-122.498,9.583
0.063,-0.087,1.200,9.094,7.629,7.507
0.105,-0.083,0.783,-18.982,88.379,1.465
0.195,-0.042,0.568,-34.851,46.814,5.066
0.221,0.010,0.852,12.207,5.676,2.625
0.216,-0.154,1.125,42.236,-25.391,0.305
0.073,-0.109,1.151,10.681,-15.930,1.709
0.183,-0.136,0.793,-0.122,20.935,1.831
0.243,-0.069,0.764,-10.498,15.686,4.272
0.220,-0.010,0.765,-11.353,-0.366,4.639
0.200,0.023,0.916,3.174,-25.024,2.197
0.127,-0.086,1.001,19.287,-46.509,-3.174
0.104,-0.142,1.241,8.423,-37.659,-3.906
0.038,-0.082,0.921,-3.113,1.465,4.211
0.144,-0.068,0.942,1.282,3.235,4.150
0.129,-0.047,1.084,2.380,-2.808,3.662
0.115,-0.044,1.051,7.629,5.615,4.211
0.124,-0.071,0.983,15.869,15.076,3.235
0.157,-0.109,0.871,17.090,21.912,2.014
0.170,-0.071,0.858,7.263,20.691,2.319
0.206,-0.086,0.852,4.700,10.620,2.258
0.185,-0.110,0.910,5.554,0.488,1.099
0.163,-0.088,0.954,0.610,-6.104,1.770
0.152,-0.084,0.944,-0.793,-6.348,2.502
0.145,-0.088,0.957,-0.427,-7.202,2.258
0.145,-0.074,0.998,-1.770,-6.958,2.747
0.146,-0.074,0.997,0.061,-5.127,2.441
0.145,-0.074,0.975,2.319,-2.136,2.075
0.145,-0.078,0.963,3.906,0.549,1.892
0.150,-0.076,0.950,4.517,2.747,1.892
0.182,-0.070,1.006,4.333,3.174,2.258
0.128,0.010,1.082,10.681,4.211,3.418
0.111,-0.099,0.649,9.094,29.297,1.160
0.203,-0.143,1.182,-29.053,12.817,5.676
0.158,-0.049,1.336,-15.564,-29.663,14.282
0.027,0.012,1.485,-3.479,4.089,7.629
0.187,-0.121,0.370,16.113,67.871,-0.549
0.314,-0.177,0.397,-29.297,51.941,-12.268
0.317,-0.167,0.320,-42.236,24.902,-5.249
0.334,-0.073,0.574,-26.428,-21.851,2.869
0.334,0.017,0.956,43.701,-113.525,11.719
0.095,-0.026,2.012,38.391,-146.057,12.451
-0.234,0.110,1.518,1.953,-77.209,24.963
-0.169,0.025,0.978,7.751,75.867,9.155
0.085,-0.016,0.633,-8.484,77.881,-14.465
0.219,-0.078,0.741,8.118,25.757,-11.536
0.154,-0.153,0.951,44.678,3.235,-8.484
0.134,-0.120,1.182,27.161,-0.793,-1.160
0.081,-0.113,0.994,14.404,21.179,-0.610
0.151,-0.139,0.713,11.719,37.109,-0.549
0.314,-0.086,0.927,-10.620,11.414,-2.075
0.152,-0.119,0.897,13.367,-11.047,1.465
0.000,-0.009,0.544,-11.780,21.179,20.752
0.145,-0.095,2.169,-26.245,-68.909,31.616
0.158,0.200,2.701,-39.246,-84.839,24.963
0.024,-0.190,1.612,64.148,77.332,3.845
0.187,-0.052,0.871,10.681,212.646,-9.216
0.274,-0.102,0.354,-6.042,213.074,-22.217
0.225,-0.166,-0.039,-67.139,153.320,-19.958
0.260,-0.133,-0.097,-29.114,91.736,0.061
0.284,-0.161,-0.091,-78.064,62.927,-6.714
0.287,-0.218,-0.205,-50.232,15.747,-3.418
0.260,-0.166,-0.204,-63.477,-18.677,9.766
0.386,-0.197,0.080,-11.902,-107.605,13.733
0.149,-0.123,0.224,111.816,-318.176,37.903
0.329,0.144,3.582,130.066,-268.250,52.246
-0.630,0.281,3.762,42.236,-228.577,31.921
-0.241,0.032,1.260,39.673,110.291,8.972
0.194,-0.028,0.454,-61.829,226.135,-33.203
0.372,-0.232,0.119,-85.449,79.529,-30.396
0.279,-0.193,0.217,20.020,-30.151,0.549
0.261,-0.122,1.166,84.717,-90.332,5.432
0.174,-0.057,1.726,54.932,-91.553,10.193
0.080,-0.059,1.045,-0.061,18.616,15.564
-0.087,0.044,0.699,-17.212,69.519,12.878
0.130,-0.049,1.299,-6.775,-14.954,11.475
0.204,-0.139,1.535,-14.038,-16.663,-1.160
0.226,-0.034,0.856,10.010,46.082,-2.136
0.254,-0.095,0.620,-7.324,67.505,-5.615
0.264,-0.155,0.320,-55.542,51.453,-8.911
0.354,-0.151,0.205,-51.453,17.151,-6.409
0.253,-0.055,0.528,-9.399,-47.058,5.127
0.217,0.048,1.068,77.820,-155.151,14.648
-0.195,0.028,2.389,54.260,-176.819,14.526
-0.287,0.131,1.636,0.488,-35.339,23.132
0.011,-0.061,0.669,6.592,127.991,-4.822
0.202,-0.061,0.501,-54.688,75.500,-14.221
0.216,-0.083,0.651,9.338,21.484,-12.024
0.194,-0.040,0.935,53.162,-10.498,-3.601
0.100,-0.125,1.222,55.542,-13.977,-2.258
0.130,-0.150,1.107,14.648,2.014,-1.282
0.182,-0.154,0.746,8.484,32.410,-0.610
0.215,-0.096,0.750,-1.038,13.184,0.671
0.097,-0.088,0.723,1.221,10.559,4.700
0.029,-0.082,0.848,-15.686,-5.432,18.494
0.224,0.024,1.787,-40.344,-31.067,13.611
0.218,-0.073,1.457,-8.423,-12.207,11.902
0.131,0.036,1.362,-1.892,65.002,-2.686
0.221,-0.147,0.445,31.677,107.788,-1.038
0.279,-0.186,0.213,-97.107,113.831,-25.574
-0.438,0.197,1.891,11.169,-34.424,30.945
-0.000,-0.075,0.572,2.258,194.519,-16.418
0.180,-0.072,0.324,-84.290,100.159,-24.658
0.302,-0.156,0.452,2.930,28.870,-21.851
0.261,-0.091,0.822,50.171,-22.705,-7.874
0.104,-0.160,1.283,79.773,-34.119,-0.061
0.179,-0.197,1.280,22.400,-13.123,0.854
0.190,-0.089,0.841,3.357,26.733,2.258
0.111,-0.093,0.722,-10.315,27.100,3.662
0.038,-0.055,0.553,-7.141,17.700,9.094
0.286,-0.048,1.504,-8.179,-24.414,17.334
0.199,-0.004,1.601,-25.391,-34.241,14.343
0.062,-0.008,1.668,-9.949,14.954,2.441
0.170,-0.075,0.691,29.480,81.177,1.099
0.231,-0.150,0.318,-36.316,110.046,-14.526
0.252,-0.163,0.074,-104.126,79.590,-13.367
0.348,-0.181,0.002,-25.635,7.996,2.258
0.307,-0.177,0.140,-20.569,-65.430,5.859
0.204,0.076,1.019,66.711,-183.472,23.315
-0.306,0.103,2.935,114.685,-252.136,35.034
-0.445,0.206,2.045,9.277,-45.654,34.241
0.013,-0.067,0.592,4.395,181.519,-12.573
0.173,-0.064,0.358,-77.942,106.201,-21.790
0.281,-0.125,0.478,4.944,36.987,-17.517
0.278,-0.091,0.782,50.659,-10.559,-6.531
0.151,-0.124,1.087,70.313,-24.536,-1.404
0.147,-0.186,1.353,33.813,-22.400,0.366
0.230,-0.162,0.826,3.906,23.315,0.977
0.173,-0.014,0.880,-11.719,20.996,4.700
0.109,-0.085,0.855,26.062,-8.484,7.629
0.025,-0.071,0.540,-7.202,13.245,12.695
0.342,-0.055,2.044,-52.368,-30.701,20.264
0.191,0.048,1.844,-16.296,-47.791,20.447
0.086,0.007,1.871,1.465,59.998,-0.244
0.215,-0.149,0.354,32.104,132.446,-1.770
0.293,-0.198,0.262,-63.660,125.061,-25.208
0.285,-0.171,0.023,-58.655,78.430,-15.137
0.291,-0.136,-0.027,-38.391,30.823,7.324
0.220,-0.150,0.054,-62.317,-21.118,2.136
0.304,-0.163,0.099,20.752,-117.981,17.456
0.354,-0.048,1.493,109.436,-239.563,27.344
-0.455,0.241,3.280,93.445,-283.936,36.621
-0.438,0.206,1.851,13.611,37.476,22.034
0.039,-0.047,0.464,-12.451,233.521,-29.114
0.191,-0.130,0.175,-95.032,79.956,-26.794
0.343,-0.152,0.452,8.606,26.489,-22.095
0.211,-0.088,0.855,60.486,-29.846,-7.812
0.085,-0.189,1.425,90.698,-47.119,2.075
0.246,-0.086,1.409,18.188,-19.592,2.869
0.143,-0.202,0.667,7.690,44.067,0.122
-0.022,0.039,0.419,-29.663,49.744,18.677
0.134,-0.097,1.951,4.700,-70.313,34.729
0.132,0.346,3.332,-65.125,-136.536,23.560
-0.043,-0.203,2.526,39.001,74.829,-1.038
0.174,0.048,1.362,66.589,243.164,-10.132
0.200,-0.157,0.364,80.750,294.495,-22.339
0.149,-0.065,0.061,-86.914,231.262,-20.020
0.145,-0.090,-0.094,-8.606,158.813,-11.414
0.163,-0.096,-0.190,-20.264,111.633,-5.005
0.262,-0.183,-0.208,-34.668,91.064,-16.113
0.224,-0.202,-0.196,-65.857,62.683,-17.822
0.215,-0.177,-0.178,-32.837,-0.488,5.920
0.300,-0.261,-0.182,-27.222,-64.148,6.592
0.289,-0.295,-0.238,-79.651,-79.529,9.766
0.368,-0.160,0.240,-55.847,-133.911,27.710
0.181,-0.129,0.259,115.173,-325.989,45.654
0.374,-0.320,3.077,102.661,-323.730,49.622
-0.462,0.409,4.000,70.984,-470.642,68.848
-0.271,0.009,1.585,46.082,133.606,14.648
0.302,0.154,0.775,-118.530,376.831,-36.621
0.130,-0.230,-0.241,-32.227,78.918,-13.245
-0.093,0.042,0.139,38.757,42.114,7.385
0.089,0.012,0.054,-31.860,59.082,11.780
0.320,-0.194,0.198,20.813,-84.229,-16.541
0.594,-0.218,1.058,78.491,-112.549,-10.193
0.115,-0.126,2.154,68.726,-148.254,2.747
0.061,-0.079,1.358,0.122,-16.541,7.812
0.220,-0.124,0.684,-19.165,79.712,0.916
0.301,-0.089,0.371,-74.951,19.592,1.831
0.156,-0.018,0.538,-10.620,-48.157,6.592
0.093,0.015,1.194,46.936,-101.929,6.104
-0.130,-0.025,1.799,51.025,-88.074,10.864
0.066,-0.075,1.183,15.503,7.568,2.930
0.163,-0.095,0.877,0.671,64.758,-2.319
0.156,-0.026,0.829,-9.399,38.330,2.319
0.113,-0.022,0.831,12.939,26.306,2.625
0.125,-0.043,0.877,23.315,15.503,0.366
0.162,-0.081,0.924,28.748,9.277,-2.197
0.300,-0.157,0.899,19.348,6.104,-4.211
0.192,-0.108,0.915,-0.916,-0.549,-0.610
0.131,-0.027,1.021,3.479,-11.169,5.920
0.147,-0.092,0.943,9.521,0.305,0.549
0.194,-0.103,0.930,-4.150,8.118,-1.160
0.161,-0.098,0.994,-6.409,1.953,0.244
0.220,-0.119,0.990,1.587,0.549,3.052
0.209,-0.150,0.819,-4.089,4.639,2.258
0.159,0.002,0.848,-20.142,-3.113,8.911
0.086,0.008,0.908,3.906,-16.846,4.944
0.120,-0.142,1.050,16.663,-15.808,-2.686
0.166,-0.147,1.141,6.775,-10.986,-2.502
0.149,-0.050,0.979,0.793,2.563,3.967
0.138,-0.100,0.938,6.409,5.554,2.319
0.156,-0.067,0.931,7.263,7.507,2.136
0.167,-0.101,0.897,7.080,7.996,1.953
0.169,-0.069,0.927,4.333,4.700,2.197
0.167,-0.104,0.948,4.211,1.221,2.075
0.154,-0.068,0.973,2.380,-1.038,2.014
0.151,-0.075,0.947,0.977,-0.854,2.319
0.167,-0.074,0.934,1.892,0.122,2.014
0.154,-0.026,1.148,0.732,-2.808,3.357
0.094,-0.103,0.906,27.466,3.113,11.108
-0.130,-0.056,0.521,1.831,45.837,15.320
-0.166,-0.116,1.810,-44.373,-46.997,16.785
0.214,-0.081,2.574,-43.030,-67.383,31.555
0.087,0.108,1.764,10.498,110.168,1.953
0.299,-0.167,0.433,69.702,208.313,-2.563
0.222,-0.122,0.184,-80.383,183.533,-25.513
0.224,-0.153,-0.138,15.198,76.782,7.751
0.336,-0.110,0.049,-72.754,81.848,-1.221
-0.368,0.240,3.385,45.227,-225.586,32.898
-0.347,0.150,1.812,27.527,69.763,18.188
0.077,-0.015,0.491,-103.638,109.497,-30.151
0.210,-0.109,0.282,14.038,31.677,-19.226
0.336,-0.091,0.577,37.598,-6.714,-8.423
0.235,-0.116,1.044,60.425,-65.491,-12.085
0.007,-0.166,1.691,50.232,-93.445,-3.357
0.178,-0.176,1.119,4.333,7.690,0.732
0.085,-0.091,0.626,-22.034,70.740,5.371
0.176,-0.087,1.417,-16.052,-1.404,7.568
0.130,0.034,1.379,-5.432,-8.789,14.038
0.160,-0.089,0.815,5.066,43.518,-3.418
0.245,-0.121,0.589,-4.333,48.584,-1.770
0.269,-0.112,0.445,-43.152,29.968,-1.160
0.310,-0.029,0.440,-20.325,-0.061,5.615
0.258,0.008,0.598,1.038,-42.358,4.333
0.187,0.054,1.013,39.429,-104.004,2.502
-0.084,-0.098,2.098,49.438,-137.390,1.465
-0.205,0.016,1.637,-8.606,-34.973,6.836
0.080,-0.096,0.651,8.911,99.915,-2.014
0.194,-0.076,0.534,-44.739,61.157,-6.958
0.185,-0.058,0.695,10.559,14.587,-5.615
0.142,-0.020,0.990,48.462,-12.085,-1.221
0.122,-0.161,1.227,46.082,-15.015,-2.075
0.143,-0.153,1.039,10.315,9.033,-0.610
0.214,-0.141,0.800,7.141,31.677,1.404
0.238,-0.081,0.773,-9.460,20.386,2.014
0.176,-0.015,0.849,-2.930,-1.038,4.211
0.177,-0.134,1.010,14.099,-12.512,1.038
0.146,-0.068,1.013,0.488,-13.306,1.343
0.150,-0.010,1.111,-2.686,-13.672,4.395
0.092,-0.040,1.075,9.705,-5.432,2.930
0.104,-0.134,0.786,7.263,24.292,1.343
0.181,-0.123,1.308,-25.269,21.606,5.737
0.102,-0.001,1.261,-14.099,0.366,20.935
0.182,-0.024,1.032,-1.221,28.442,4.639
0.242,-0.115,0.565,9.766,45.105,-2.869
0.359,-0.175,0.536,-14.526,17.944,-6.287
0.303,-0.127,0.482,-24.902,5.127,0.549
0.275,-0.032,0.713,-9.399,-26.611,6.897
0.257,0.003,1.028,37.598,-81.970,5.615
0.142,-0.134,1.742,18.677,-107.788,4.150
0.010,0.007,1.439,-15.198,-53.223,11.414
-0.133,-0.039,0.840,10.925,56.030,5.066
0.155,-0.079,0.654,-2.869,46.997,-5.066
0.172,0.016,0.842,6.958,16.357,0.427
0.087,-0.070,1.019,36.621,-3.113,-0.732
0.107,-0.111,1.176,25.574,-4.944,-2.563
0.093,-0.110,0.998,11.597,22.339,-1.343
0.220,-0.056,0.954,10.132,31.555,0.061
0.168,-0.145,0.619,4.395,31.189,-2.625
-0.047,-0.063,0.655,-23.621,11.780,15.137
0.155,-0.021,2.365,-40.466,-65.247,31.067
0.169,0.007,2.175,-24.597,-33.569,25.330
0.104,0.025,1.608,16.724,129.456,-3.296
0.221,-0.205,0.453,81.726,175.964,-3.845
0.254,-0.073,0.291,-61.218,161.011,-15.869
0.232,-0.148,-0.043,-16.174,100.037,3.357
0.338,-0.161,-0.018,-34.058,68.604,-2.686
0.115,-0.122,-0.044,-40.649,5.920,0.305
0.170,-0.158,-0.071,-10.986,-22.217,19.592
0.440,-0.209,0.042,-61.646,-34.973,0.000
0.382,-0.218,0.251,3.296,-156.860,14.709
0.242,0.443,2.127,82.397,-265.442,47.424
-0.169,0.234,3.808,109.436,-261.780,44.128
-0.550,0.204,2.623,24.475,-64.575,28.442
0.052,-0.109,0.517,24.841,206.238,-4.883
0.278,-0.036,0.389,-115.784,144.043,-24.902
0.253,-0.156,0.190,24.658,22.217,-12.390
0.148,-0.004,0.598,21.484,7.935,0.977
0.005,-0.168,0.356,86.243,-9.338,6.226
0.337,-0.007,2.854,-27.588,-127.502,12.451
0.099,-0.002,2.997,-69.153,-54.688,1.587
0.058,0.042,1.791,24.231,139.587,5.432
0.289,-0.047,0.705,93.994,196.350,4.639
0.256,-0.062,0.387,33.020,154.846,-4.517
0.193,-0.061,0.055,-10.010,125.366,-2.075
0.166,-0.062,-0.000,-33.020,109.436,-5.920
0.199,-0.105,-0.053,-38.086,67.993,-11.597
0.219,-0.163,-0.111,-43.335,35.828,-11.963
0.292,-0.174,-0.076,-78.369,21.484,-8.728
0.359,-0.223,-0.075,-56.519,-30.945,-5.005
0.316,-0.166,0.136,-38.086,-100.891,7.324
0.229,-0.163,0.260,72.815,-217.773,28.870
0.210,0.034,2.700,147.156,-340.820,36.133
-0.374,0.228,4.000,21.606,-300.293,28.442
-0.376,0.128,1.965,18.555,34.424,23.376
0.162,-0.020,0.430,-34.302,268.433,-25.818
0.264,-0.148,0.068,-89.539,94.666,-19.409
0.311,-0.117,0.181,-2.930,25.024,-12.024
-0.010,-0.125,0.149,10.193,-13.916,-1.404
0.190,-0.028,0.630,19.409,-49.500,1.282
0.341,-0.274,1.360,108.215,-119.629,3.174
0.048,-0.030,2.177,42.358,-126.587,8.423
0.116,-0.105,1.145,12.756,46.875,4.395
-0.045,-0.098,0.486,-8.240,128.906,-1.526
0.253,-0.128,0.756,-26.978,24.475,2.075
0.169,-0.147,1.739,-1.648,-49.316,7.080
0.196,-0.027,1.288,5.615,7.446,4.578
0.238,-0.125,0.477,17.578,89.355,-1.587
0.240,-0.077,0.212,-49.500,59.937,1.892
0.243,-0.072,0.197,-42.480,23.132,0.183
0.332,-0.058,0.372,-19.653,-29.358,-0.671
0.316,0.009,0.804,38.940,-116.516,3.540
0.150,-0.095,2.139,75.317,-182.373,7.019
-0.134,0.042,2.028,-10.864,-113.220,7.446
-0.161,-0.034,0.913,9.888,85.999,0.671
0.099,-0.026,0.582,-15.503,78.735,-9.033
0.215,-0.083,0.715,6.042,16.235,-10.742
0.091,-0.129,1.123,48.218,-13.428,-4.944
0.162,-0.138,1.271,24.780,-4.150,1.038
0.090,-0.117,0.903,16.724,35.828,0.610
0.130,-0.104,0.791,10.376,41.687,1.282
0.277,-0.144,0.761,-0.366,24.414,-1.282
0.256,-0.108,0.847,-3.052,2.563,-0.488
0.175,-0.074,0.957,2.014,-9.338,4.395
0.196,-0.067,0.901,1.404,-6.958,3.601
0.156,-0.093,0.948,-0.854,-13.306,2.686
0.144,-0.089,1.101,-5.005,-20.020,2.808
0.078,0.029,1.845,8.789,103.455,5.920
0.179,-0.110,0.725,85.754,204.651,2.380
0.174,-0.038,0.290,-26.123,193.359,-10.498
0.237,-0.134,-0.079,-28.137,130.188,2.258
0.245,-0.124,-0.048,-23.560,74.524,-2.258
0.148,-0.133,-0.081,-38.940,50.110,-2.747
0.168,-0.106,-0.046,-14.404,-5.310,8.606
0.325,-0.183,-0.059,-57.617,3.906,-1.160
0.501,-0.270,0.025,-62.683,-56.763,-4.395
0.299,-0.278,0.075,37.659,-217.346,16.479
0.079,0.481,2.537,107.300,-261.353,47.913
-0.244,0.202,4.000,111.145,-303.894,46.570
-0.343,0.201,2.360,15.869,-31.433,31.799
0.195,-0.050,0.453,-6.714,266.907,-15.564
0.161,-0.121,0.132,-85.754,86.731,-15.259
0.118,-0.047,0.359,18.860,49.988,-9.094
0.075,-0.148,0.202,56.152,31.982,-4.333
0.148,-0.256,0.257,48.096,-67.749,6.409
0.440,-0.065,3.642,-58.533,-143.921,17.090
0.013,0.179,3.146,-20.874,-32.776,19.165
0.235,-0.113,0.926,79.895,253.723,-8.301
0.181,-0.041,0.327,-9.460,251.587,-19.104
0.208,-0.098,-0.072,-21.179,139.526,-1.160
0.135,-0.059,-0.020,3.845,95.459,-0.916
0.156,-0.063,-0.079,-25.879,71.289,-3.296
0.203,-0.138,-0.094,-40.344,44.250,-9.338
0.293,-0.157,-0.117,-75.317,31.433,-9.338
0.323,-0.212,-0.122,-78.003,-2.075,-5.493
0.397,-0.252,-0.016,-46.326,-78.674,2.319
0.279,-0.248,0.164,79.956,-247.620,25.513
-0.082,0.316,1.782,125.610,-304.443,43.091
-0.087,0.178,4.000,83.191,-302.673,38.208
-0.341,0.172,3.274,3.174,-145.081,34.668
0.118,-0.149,0.409,3.723,264.587,-10.925
0.186,-0.026,0.288,-126.038,155.640,-13.611
0.259,-0.118,0.159,2.869,39.185,-9.827
0.131,-0.124,0.146,-7.690,7.385,-2.747
0.014,-0.105,0.240,21.606,-36.133,4.395
0.135,-0.140,0.792,110.901,-80.994,6.104
0.175,-0.119,2.096,63.599,-109.680,12.756
0.060,0.011,2.315,-59.143,-23.010,8.850
0.243,-0.060,1.281,3.723,101.990,2.319
0.230,-0.102,0.650,37.842,96.497,1.953
0.229,-0.084,0.491,2.319,68.970,2.380
0.234,-0.103,0.312,-20.386,47.424,1.160
0.246,-0.117,0.132,-47.852,43.274,-0.549
0.286,-0.103,0.124,-91.614,41.016,-7.019
0.251,-0.155,0.086,-24.902,-45.105,3.052
0.412,0.027,0.901,43.030,-150.818,12.329
0.332,-0.255,1.992,133.484,-248.352,20.142
-0.296,0.180,2.833,10.315,-199.158,28.931
-0.228,0.052,1.315,13.550,108.948,17.334
0.031,0.058,0.495,-34.790,164.917,-16.479
0.204,-0.101,0.241,-55.847,57.983,-21.667
0.204,-0.132,0.518,11.780,5.798,-21.912
0.180,-0.078,0.906,65.552,-35.339,-10.376
0.108,-0.157,1.538,73.608,-49.683,-2.808
0.095,-0.195,1.274,19.348,0.244,-3.418
-0.068,-0.152,0.634,-5.371,74.341,0.061
0.319,-0.170,0.937,-24.780,29.968,10.376
0.398,-0.006,1.726,-31.311,-8.179,12.390
0.111,0.032,1.551,-10.986,20.813,3.723
0.264,-0.152,0.707,35.217,77.271,-1.770
0.214,-0.089,0.401,-30.884,87.463,-3.479
0.186,-0.108,0.112,-51.636,61.829,-0.793
0.221,-0.130,0.057,-43.762,21.240,-2.258
0.234,-0.132,0.128,-41.199,-16.174,-1.404
0.298,-0.059,0.614,16.846,-96.375,7.141
0.350,-0.271,1.287,131.836,-223.389,15.564
-0.250,0.129,3.281,16.113,-221.069,25.757
-0.248,0.093,1.618,2.197,54.260,25.940
0.031,0.023,0.444,-9.216,177.795,-3.357
0.185,-0.083,0.207,-70.435,78.735,-14.893
0.292,-0.115,0.438,5.493,17.151,-16.052
0.182,-0.062,0.831,52.246,-36.133,-6.042
0.108,-0.181,1.311,76.843,-47.791,-0.549
0.172,-0.151,1.509,21.729,-27.710,0.732
0.063,-0.132,0.840,15.747,35.645,4.395
-0.016,-0.128,0.488,-5.737,50.598,2.747
0.323,-0.097,1.206,-16.174,12.512,12.146
0.309,0.025,1.633,-30.029,-20.874,15.076
0.111,0.002,1.417,-2.625,22.156,1.343
0.232,-0.172,0.580,29.968,67.139,-0.610
0.244,-0.108,0.330,-62.439,81.848,-7.202
0.234,-0.146,0.082,-58.655,43.884,-3.540
0.259,-0.152,0.118,-40.222,2.075,0.427
0.360,-0.060,0.618,9.827,-79.712,5.859
0.292,-0.142,1.226,106.873,-189.819,15.869
-0.211,0.069,2.909,31.677,-199.829,24.170
-0.245,0.138,1.707,-0.977,14.954,26.245
0.036,0.000,0.529,1.221,162.720,-4.150
0.194,-0.055,0.309,-64.880,77.332,-11.658
0.248,-0.087,0.499,5.615,23.193,-14.587
0.213,-0.038,0.867,55.664,-29.724,-6.348
-0.000,-0.149,1.476,77.576,-41.992,-0.671
