aX,aY,aZ,gX,gY,gZ
0.287,-0.186,1.167,-15.015,53.406,-5.859
0.384,-0.332,0.891,-52.185,85.266,-29.541
0.366,-0.182,0.594,-88.806,66.956,-1.587
0.313,-0.103,0.539,-45.410,7.202,15.991
0.331,-0.047,0.984,45.227,-67.200,17.700
-0.012,0.050,1.552,76.782,-81.909,30.518
-0.233,0.191,1.294,25.879,0.000,42.847
-0.099,0.119,0.872,0.732,57.861,14.587
0.137,0.022,0.786,-17.212,26.978,-6.165
-0.001,0.015,0.735,13.184,-1.526,-6.042
0.014,0.009,1.053,47.729,-33.936,10.925
0.212,-0.117,1.044,7.141,-10.315,-8.057
0.364,-0.227,0.913,-4.150,22.888,-19.592
0.334,-0.079,1.437,-19.165,14.832,-12.329
0.123,-0.204,0.341,75.562,-16.663,11.169
0.118,-0.081,0.494,-84.656,57.495,-0.977
-0.022,-0.078,1.007,-37.476,48.828,-8.606
-0.333,0.249,1.431,56.091,-113.098,51.270
-0.357,0.084,1.520,120.544,-146.667,75.745
-0.022,-0.046,0.847,2.014,77.942,7.141
0.310,-0.224,0.605,-99.609,189.575,-40.894
0.551,-0.213,0.433,-164.673,146.423,-26.733
0.490,-0.237,0.342,-19.165,-18.066,-3.784
0.561,-0.045,0.967,28.503,-123.352,21.973
0.399,-0.044,1.705,91.431,-118.530,32.410
0.125,-0.010,1.491,43.823,-84.656,23.315
0.026,-0.011,1.091,19.287,58.289,9.766
0.003,-0.010,0.883,-8.728,84.351,-8.423
-0.009,-0.011,0.724,5.371,46.753,2.991
0.101,0.067,0.719,8.301,12.329,10.071
0.090,0.010,0.789,33.569,-23.010,-0.488
0.014,-0.033,1.045,44.678,-53.650,4.578
0.252,-0.048,1.851,-8.850,-32.349,0.000
0.216,-0.190,0.757,22.095,27.161,-18.921
0.205,-0.103,0.615,-29.907,69.641,-17.700
0.170,-0.093,0.713,-74.219,68.298,-15.381
0.158,-0.069,0.813,6.287,-6.653,-2.808
-0.164,0.035,0.816,77.515,-59.570,17.334
0.096,-0.053,1.575,78.491,-137.634,50.903
0.226,-0.210,1.503,-21.729,-5.737,-15.381
0.231,-0.291,0.761,-41.992,114.319,-27.588
0.232,-0.142,0.471,-103.455,106.140,-8.423
0.299,-0.118,0.547,-39.734,10.315,2.380
0.321,-0.014,1.000,34.424,-64.514,10.498
0.200,-0.017,1.453,79.224,-67.017,18.921
-0.045,0.050,1.135,24.536,-13.855,16.907
-0.143,0.059,0.871,20.996,29.053,12.756
0.061,0.026,0.815,-3.723,17.822,7.568
0.173,-0.021,0.881,4.272,1.160,-5.249
0.167,-0.086,1.015,18.555,-22.827,-3.723
0.123,-0.124,1.013,5.127,-16.541,-2.441
0.131,-0.135,0.901,-4.639,13.611,-5.249
0.146,-0.088,0.963,-2.075,8.606,-1.892
0.142,-0.072,1.007,1.160,0.488,1.831
0.138,-0.051,1.033,2.319,0.061,1.953
0.155,-0.081,1.139,2.930,-1.282,2.563
0.100,-0.045,0.872,25.391,-7.812,7.690
0.077,-0.000,0.650,15.381,9.094,5.249
0.070,-0.156,0.953,-14.465,13.855,-6.653
-0.227,0.119,0.883,5.005,-14.465,20.081
0.025,-0.031,1.412,34.912,-73.853,29.724
0.369,-0.186,1.225,-7.690,13.184,-18.799
0.423,-0.357,0.783,-26.062,84.229,-32.043
0.297,-0.223,0.562,-82.764,81.909,-9.766
0.326,-0.108,0.535,-53.894,27.405,11.719
0.382,-0.036,0.974,10.071,-43.335,10.132
0.037,-0.186,1.176,264.282,-133.484,62.988
0.428,-0.497,0.690,-6.409,83.984,-44.678
0.559,-0.456,0.760,-247.498,265.564,-77.332
0.476,-0.364,0.229,-166.870,199.829,-52.246
0.549,-0.271,0.048,-115.051,89.539,25.635
0.494,-0.208,0.017,32.959,-50.903,50.293
0.406,0.083,1.073,80.750,-211.548,52.307
0.114,0.137,2.084,105.896,-230.042,66.284
-0.192,0.261,2.001,34.912,-120.300,84.412
-0.138,0.217,1.534,4.761,121.704,15.015
-0.105,0.052,0.776,-23.376,182.434,-30.029
-0.130,0.111,0.394,-52.063,66.895,-4.456
-0.076,0.171,0.514,18.921,23.804,12.573
-0.131,0.138,0.832,63.416,-46.875,-5.371
0.168,0.143,1.945,65.613,-87.646,2.014
-0.044,-0.011,0.780,69.153,-36.560,-23.193
0.116,-0.136,0.446,11.353,17.456,-11.536
0.383,-0.214,1.617,-63.477,-8.118,-25.879
0.494,-0.204,1.949,-16.541,-75.867,-7.324
0.312,-0.398,1.350,69.702,-28.259,-10.315
0.237,-0.281,0.473,-35.034,135.864,-8.667
0.135,-0.144,0.243,-49.255,138.916,0.977
0.238,-0.217,0.050,-145.813,127.625,-8.484
0.383,-0.123,0.207,-127.563,78.369,-5.493
0.312,-0.086,0.394,57.678,-107.849,24.109
0.325,-0.131,1.448,143.921,-250.549,36.194
-0.098,0.168,2.123,61.951,-204.590,49.805
-0.146,0.230,1.815,9.155,-9.277,37.842
0.025,-0.108,0.781,-6.836,198.792,-28.564
-0.100,0.053,0.427,-85.144,135.315,-29.480
-0.058,0.067,0.329,-17.883,54.504,3.174
-0.006,0.089,0.689,39.124,-20.935,2.014
-0.010,0.015,1.264,103.577,-86.426,5.371
0.036,-0.055,1.385,42.297,-74.585,4.089
0.420,-0.151,1.396,-17.639,39.795,-30.029
0.370,-0.353,0.603,6.958,56.091,-41.992
0.305,-0.233,0.575,-62.805,58.289,-16.479
0.189,-0.092,0.768,-39.246,36.499,0.122
0.103,-0.059,0.894,22.644,-16.602,7.202
0.081,0.090,0.977,54.199,-44.006,16.602
0.028,-0.150,1.115,54.626,-37.964,5.737
0.105,-0.188,1.153,-2.808,5.493,-7.874
0.210,-0.191,0.883,-19.104,22.522,-2.502
0.226,-0.042,0.853,-32.532,13.916,5.859
0.228,-0.037,0.889,-7.629,3.845,5.981
0.126,-0.033,0.960,15.869,-13.794,2.930
0.022,0.010,1.006,29.053,-15.259,9.583
0.121,-0.093,1.067,13.977,-7.141,4.456
0.144,-0.051,0.944,4.517,2.563,2.136
0.147,-0.103,0.922,7.446,1.831,1.221
0.141,-0.060,0.958,3.845,0.244,1.709
0.138,-0.079,0.929,2.136,1.282,2.014
0.136,-0.069,0.936,2.014,1.465,1.953
0.164,-0.109,1.018,-0.366,0.061,2.258
0.152,0.028,1.230,10.742,-19.958,8.789
-0.177,0.035,0.745,33.264,13.306,10.132
-0.195,0.026,0.460,9.338,-3.662,27.405
-0.313,0.063,1.287,-6.958,-55.359,12.085
0.180,-0.179,1.242,50.354,-82.458,31.067
0.453,-0.318,1.372,11.047,-8.667,-26.123
0.642,-0.384,0.760,-67.078,116.638,-29.602
0.400,-0.276,0.591,-57.983,104.370,-9.460
0.295,-0.175,0.443,-87.646,85.754,16.235
0.287,-0.057,0.495,-49.988,8.850,23.071
0.362,0.041,0.971,29.724,-80.627,26.245
0.307,-0.024,1.338,103.760,-96.069,25.085
-0.021,0.067,1.301,28.809,-55.298,17.700
-0.170,0.163,1.266,14.160,4.761,29.297
-0.330,0.132,0.918,26.001,38.330,11.902
-0.070,0.069,0.797,1.892,34.363,-0.244
0.055,0.052,0.859,2.014,7.935,-8.911
-0.049,0.006,1.058,18.616,-14.465,-6.836
-0.073,-0.011,1.157,23.682,-24.902,4.150
-0.339,0.060,0.425,52.734,10.071,0.183
-0.069,-0.083,0.537,30.823,-16.541,-1.160
0.316,-0.352,1.548,33.020,-103.577,-32.471
0.651,-0.696,2.081,7.019,-94.238,-27.161
0.348,-0.360,1.837,-88.135,81.177,-17.517
0.291,-0.374,0.231,-16.968,227.539,5.493
0.220,-0.163,0.123,-113.770,201.294,9.460
0.243,-0.215,-0.101,-130.615,141.541,4.395
0.226,-0.175,-0.156,-72.693,49.011,23.315
0.398,-0.039,0.134,-27.161,-23.254,37.659
0.380,0.012,0.583,109.497,-213.135,41.748
0.112,0.275,2.941,170.593,-348.755,69.763
-0.341,0.364,2.601,60.608,-175.781,84.045
-0.110,0.094,1.105,0.427,163.147,11.230
-0.090,-0.011,0.577,-61.035,212.891,-38.269
0.017,0.064,0.248,-75.623,78.247,-13.062
0.079,0.035,0.389,1.953,21.851,-6.470
0.041,0.089,0.765,59.753,-45.349,-4.639
0.111,-0.093,1.223,113.708,-99.915,-0.854
0.229,-0.214,1.461,19.714,-65.247,-18.188
0.273,-0.103,1.381,-12.024,26.306,-28.625
0.106,-0.068,0.670,24.719,53.284,-14.465
-0.086,-0.021,0.309,-64.819,54.260,0.000
-0.315,-0.062,0.642,41.443,-19.226,9.888
-0.228,0.164,1.617,37.537,-116.211,38.940
0.415,-0.321,1.550,46.265,-101.257,16.052
0.486,-0.334,1.252,-49.622,81.177,-60.547
0.482,-0.425,0.650,-44.006,148.743,-46.082
0.368,-0.219,0.507,-114.990,112.793,-7.080
0.282,-0.161,0.288,-51.819,35.583,21.179
0.369,-0.004,0.708,-11.353,-58.167,31.677
0.366,0.027,1.157,93.506,-108.643,29.968
0.279,-0.005,1.393,85.999,-83.191,22.583
-0.059,0.129,1.388,5.371,-25.085,19.714
-0.174,0.158,1.049,23.560,29.785,30.884
-0.215,0.098,0.941,18.555,38.208,-2.380
-0.052,0.057,0.833,1.099,31.555,-2.625
0.027,0.022,0.819,0.854,7.446,-4.150
0.004,0.009,1.005,22.217,-11.597,-6.104
0.205,-0.033,1.327,4.089,-21.484,-7.629
0.191,-0.207,0.781,30.579,10.437,-22.156
0.280,-0.186,0.713,-19.592,39.490,-10.925
0.298,-0.221,0.907,-18.799,21.118,-17.090
0.144,-0.106,0.897,-8.240,6.165,-2.991
0.128,0.036,0.886,32.349,-28.748,20.874
0.073,-0.160,1.145,23.804,-17.639,0.977
0.216,-0.269,2.096,-50.232,54.932,-9.094
0.339,-0.285,0.501,-35.522,217.773,-25.635
0.266,-0.199,0.118,-44.006,189.331,-12.695
0.245,-0.212,-0.111,-133.789,161.316,-7.690
0.268,-0.190,-0.097,-96.375,87.280,4.822
0.307,-0.165,-0.104,-46.448,2.197,14.771
0.444,-0.200,0.072,30.823,-94.604,29.480
0.296,0.233,1.417,115.479,-283.447,39.307
-0.054,0.272,3.605,172.852,-340.942,77.637
-0.297,0.255,2.060,26.733,-74.890,50.293
-0.042,0.112,1.135,-2.747,194.946,-1.953
-0.055,0.007,0.620,-76.660,174.194,-42.786
0.001,-0.005,0.237,-47.668,66.711,-10.010
-0.002,0.085,0.462,13.428,21.667,-1.465
0.141,0.064,0.812,68.054,-52.979,3.113
0.244,-0.111,1.770,89.722,-93.628,-10.559
0.080,-0.125,1.378,25.452,-48.828,-7.446
0.045,-0.071,0.719,16.174,54.382,-9.583
-0.138,0.003,0.335,-25.635,34.363,-0.671
-0.035,-0.024,0.984,38.635,-55.847,15.869
0.148,-0.109,1.877,-10.742,-116.760,8.972
0.327,-0.242,2.155,-41.260,12.817,-21.545
0.376,-0.357,0.361,-9.644,168.518,-30.457
0.329,-0.233,0.236,-82.336,127.319,-10.254
0.232,-0.167,0.260,-113.770,114.258,-6.897
0.419,-0.142,0.257,-42.786,28.870,13.794
0.432,-0.093,0.426,39.856,-85.876,21.545
0.371,0.095,1.259,69.031,-179.260,29.724
-0.063,0.090,1.691,135.681,-184.265,33.875
-0.245,0.206,1.966,20.935,-104.126,38.696
-0.056,0.129,1.635,-11.536,98.877,-6.165
-0.100,-0.015,0.713,-30.823,155.701,-40.833
0.065,-0.034,0.527,-35.583,61.035,-9.094
0.125,-0.028,0.636,25.452,29.907,-8.301
0.190,-0.029,0.745,24.963,-17.639,-3.479
0.162,-0.129,1.068,62.256,-44.678,-5.981
0.061,-0.095,1.244,18.860,-35.889,1.648
0.209,0.006,1.348,-5.066,7.141,-5.981
0.037,-0.136,0.873,35.461,13.550,-11.230
-0.296,0.127,0.478,-8.240,25.879,16.113
-0.135,-0.003,0.973,72.937,-75.806,34.241
0.037,-0.130,1.822,-9.460,-100.769,-6.775
0.430,-0.182,2.256,-62.866,26.855,-14.587
0.415,-0.341,0.432,-43.579,171.936,-37.720
0.359,-0.276,0.221,-65.369,122.742,-12.451
0.293,-0.186,0.267,-118.530,123.596,-9.705
0.409,-0.185,0.202,-38.208,24.292,17.517
0.410,-0.100,0.384,29.419,-84.229,28.381
0.384,0.105,1.251,66.895,-181.396,37.231
0.135,0.053,1.791,124.756,-195.374,36.255
-0.227,0.215,1.916,11.658,-111.206,38.391
-0.174,0.196,1.594,1.526,97.107,18.311
-0.141,0.014,0.667,-22.156,160.522,-32.654
0.048,0.019,0.603,-39.307,63.721,-14.893
0.179,-0.073,0.604,36.865,34.058,-7.568
0.113,0.000,0.722,18.799,-7.446,-4.883
0.131,-0.112,0.975,61.584,-40.100,-3.967
0.154,-0.104,1.179,21.362,-41.443,-3.540
0.282,-0.003,1.463,-3.967,-6.836,-10.986
0.045,-0.089,0.864,38.269,22.095,-12.085
-0.255,0.091,0.390,-10.437,26.367,13.000
0.015,-0.035,1.333,33.020,-66.162,19.958
0.162,-0.109,1.866,-30.457,-88.989,-5.005
0.235,-0.133,1.913,-13.672,16.113,-5.920
0.343,-0.311,0.356,-23.743,155.518,-18.494
0.334,-0.236,0.406,-75.684,104.431,-12.207
0.319,-0.121,0.471,-82.397,83.374,-3.113
0.447,-0.129,0.363,-28.931,15.259,15.747
0.360,-0.047,0.536,12.512,-69.946,20.386
0.351,0.040,1.123,55.237,-151.367,24.658
-0.005,0.033,1.586,111.511,-156.372,25.269
-0.188,0.182,1.796,14.404,-76.172,33.997
-0.125,0.028,1.234,-5.920,95.520,-4.089
-0.204,0.002,0.723,-23.254,111.328,-30.945
0.102,-0.016,0.707,-1.526,47.607,-5.615
0.132,-0.048,0.732,26.306,25.269,-5.127
0.141,-0.018,0.775,17.395,-8.057,-0.671
0.086,-0.077,1.089,42.603,-25.940,-3.418
0.207,0.013,1.407,10.559,-29.419,1.770
-0.056,-0.046,0.835,39.978,0.000,-6.226
-0.353,0.154,0.602,33.447,-11.230,26.245
0.107,-0.166,1.312,42.603,-74.585,17.090
0.211,-0.214,1.871,-45.288,-55.176,-14.771
0.462,-0.169,2.232,-94.177,70.129,-15.198
0.353,-0.332,0.250,2.686,170.593,-24.780
0.293,-0.246,0.139,-92.468,139.771,-8.850
0.215,-0.179,0.040,-130.066,138.062,-9.460
0.403,-0.179,0.028,-47.363,24.170,18.433
0.486,-0.126,0.401,53.345,-107.971,25.330
0.445,0.176,1.447,93.079,-224.304,35.400
-0.106,0.145,1.937,124.634,-244.019,52.979
-0.389,0.294,2.137,14.771,-98.694,58.289
-0.089,0.084,1.384,-6.409,151.062,-5.798
-0.149,0.007,0.600,-46.997,173.401,-45.532
0.054,-0.003,0.466,-38.879,61.584,-9.644
0.155,-0.063,0.568,44.128,22.095,-6.348
0.190,-0.005,0.752,36.072,-19.043,-2.686
0.288,-0.068,1.393,68.848,-62.256,-7.080
-0.199,-0.043,1.038,47.974,-48.828,2.380
-0.329,0.071,0.704,38.818,-23.437,30.273
0.025,-0.091,1.482,-22.034,-7.568,-7.202
0.329,-0.195,1.375,-50.598,17.090,-18.860
0.385,-0.312,1.155,-17.456,53.040,-26.001
0.375,-0.293,0.633,-1.953,77.332,-8.911
0.356,-0.194,0.722,-65.125,66.040,1.465
0.323,-0.132,0.517,-62.134,48.157,5.981
0.299,-0.091,0.392,-12.085,-21.545,22.461
0.353,0.068,0.978,-11.597,-86.426,25.208
0.251,-0.050,1.129,108.398,-124.390,25.146
0.015,0.105,1.708,57.556,-91.553,26.001
-0.136,0.087,1.374,-1.831,30.823,6.836
-0.316,0.071,0.836,0.427,79.285,-10.986
0.002,0.001,0.741,11.414,46.875,-3.967
0.151,-0.060,0.729,10.193,28.442,-9.705
0.101,-0.019,0.835,10.437,-0.793,-7.690
0.157,-0.138,1.158,36.377,-26.978,-3.174
-0.185,0.030,0.935,18.250,-2.686,5.310
-0.175,0.042,0.629,27.649,-17.761,20.630
0.056,-0.162,1.279,33.875,-67.078,-3.296
-0.275,0.228,1.851,-6.287,42.847,14.893
-0.224,-0.031,0.684,-15.198,178.345,-40.222
0.012,-0.010,0.541,-50.598,74.890,-19.958
0.147,-0.059,0.646,34.668,30.090,-10.681
0.139,-0.113,0.759,43.762,-0.061,-11.169
0.076,-0.094,0.993,43.701,-22.949,-0.427
0.159,-0.110,1.253,18.311,-29.907,-0.427
0.015,-0.084,0.864,10.864,20.569,-5.493
0.005,-0.066,0.638,17.883,4.761,5.981
0.155,-0.180,1.137,-5.493,-22.583,-5.005
0.237,-0.198,1.285,-21.301,0.732,-4.272
0.378,-0.172,0.974,-18.433,30.518,-5.554
0.260,-0.119,0.718,4.700,34.424,-3.296
0.154,-0.136,0.765,0.244,22.888,5.127
0.339,-0.133,0.800,-34.546,33.081,-2.136
0.313,-0.160,0.591,-41.138,0.549,-3.174
0.310,-0.036,0.873,-34.180,-40.771,10.742
0.311,-0.007,0.984,29.846,-70.129,19.714
0.112,-0.015,1.454,65.735,-73.181,15.137
-0.162,0.079,1.136,7.690,-0.732,13.000
-0.286,0.062,0.936,13.672,22.339,-2.075
-0.011,-0.008,1.091,23.682,14.099,0.549
0.143,-0.036,0.931,22.339,31.433,-2.258
0.159,-0.109,0.782,14.160,29.724,-6.592
0.181,-0.104,0.788,-5.981,11.536,-6.287
0.141,-0.132,0.964,2.869,-3.845,-3.723
0.210,-0.040,1.108,1.526,-12.024,2.991
-0.004,-0.057,0.999,20.020,8.118,3.479
-0.359,0.210,0.709,24.292,-4.456,34.363
-0.002,-0.084,1.349,42.053,-84.961,30.884
0.404,-0.176,1.808,-85.999,-14.648,-18.738
0.418,-0.154,1.436,-46.631,90.759,-32.776
0.392,-0.276,0.319,11.902,111.450,-5.981
0.289,-0.182,0.580,-85.815,87.524,-6.836
0.367,-0.101,0.450,-37.048,50.354,11.414
0.458,-0.161,0.431,0.977,-33.630,14.526
0.359,-0.003,0.771,-4.456,-97.473,27.954
0.319,-0.099,1.033,85.876,-159.851,31.860
-0.124,0.137,1.710,65.857,-142.334,35.034
-0.359,0.252,1.769,-1.831,1.892,24.780
-0.309,0.030,0.743,0.916,117.676,-17.456
0.057,0.005,0.737,-6.470,53.528,-13.672
0.133,-0.035,0.845,38.879,27.405,-7.263
0.162,-0.090,0.945,35.278,16.541,-9.216
0.117,-0.076,0.855,14.648,7.629,-9.583
0.017,-0.100,0.956,7.263,-4.333,-2.319
-0.315,0.131,0.725,14.587,2.441,20.691
0.059,-0.167,0.814,44.861,-50.049,19.836
0.338,-0.236,1.879,-72.998,-10.071,-30.640
0.582,-0.249,1.719,-73.486,45.959,-13.550
0.374,-0.206,0.754,22.949,85.938,-7.629
0.306,-0.247,0.311,-12.085,99.976,1.892
0.267,-0.183,0.218,-134.766,111.328,-10.742
0.213,-0.143,0.086,-40.771,37.537,10.986
0.415,-0.074,0.320,16.113,-81.848,27.039
0.352,0.159,1.159,52.307,-187.622,34.363
-0.153,0.162,2.010,137.634,-235.107,41.809
-0.347,0.264,2.198,19.714,-102.295,44.678
-0.222,0.012,0.982,-7.996,145.203,-17.639
0.073,0.033,0.499,-38.879,128.784,-27.466
0.069,-0.036,0.534,8.362,41.870,-10.437
0.158,-0.034,0.819,49.805,8.911,-10.681
0.149,-0.137,0.888,55.237,-7.202,-13.367
0.182,-0.164,1.145,11.719,-26.306,-3.296
0.046,-0.136,0.986,-3.479,-0.854,-5.188
0.130,-0.112,0.784,0.183,20.386,0.305
0.338,-0.084,1.186,0.854,-9.338,-7.019
0.139,-0.190,0.971,19.897,8.301,-7.080
-0.270,0.104,0.629,-6.104,35.339,23.987
-0.034,-0.004,1.042,54.504,-67.261,56.274
0.094,-0.169,1.941,-52.124,-72.754,-2.869
0.367,-0.217,2.172,-68.054,13.794,-4.272
0.286,-0.038,1.365,2.869,113.647,-2.563
0.205,-0.208,0.248,56.152,172.424,2.258
0.229,-0.167,0.121,-124.146,170.654,-16.235
0.272,-0.171,-0.052,-93.262,114.197,-6.042
0.276,-0.188,-0.077,-56.702,36.438,6.287
0.354,-0.161,-0.010,-23.254,-29.114,15.686
0.433,-0.202,0.070,46.570,-131.287,27.100
0.296,0.370,1.781,73.303,-273.132,41.382
-0.180,0.288,3.699,173.706,-343.628,67.810
-0.376,0.267,1.941,16.785,-32.898,32.654
-0.095,-0.075,0.638,-7.812,246.704,-19.897
0.062,0.056,0.401,-100.037,123.901,-40.894
0.096,-0.052,0.265,-8.667,54.138,-15.747
0.195,-0.104,0.468,42.786,-4.028,-12.512
0.198,-0.105,0.976,86.121,-62.500,-5.066
0.191,-0.164,1.781,38.513,-77.454,-4.150
-0.066,-0.135,1.165,15.686,-7.568,-5.859
-0.434,0.068,0.325,17.334,73.364,17.761
-0.154,-0.098,0.187,51.758,-27.527,28.198
0.217,-0.310,1.906,-28.259,-101.685,-20.386
0.566,-0.204,2.851,-140.869,-15.747,-20.569
0.326,-0.071,1.586,18.005,127.625,-6.165
0.230,-0.239,0.195,76.904,202.942,8.057
0.213,-0.187,0.024,-147.034,207.581,-20.508
0.237,-0.155,-0.145,-94.177,146.973,-7.385
0.285,-0.195,-0.111,-39.001,34.119,6.409
0.192,-0.114,-0.140,-35.217,-6.409,14.954
0.372,-0.094,0.066,-9.521,-55.969,31.067
-0.068,0.055,0.468,111.816,-269.775,28.687
0.487,0.082,2.946,193.359,-315.674,58.411
-0.254,0.222,3.092,10.681,-227.356,15.137
-0.274,0.251,1.922,20.813,80.017,23.437
-0.127,-0.003,0.644,-12.573,225.403,-28.992
0.079,-0.015,0.204,-99.854,90.759,-21.667
0.130,-0.082,0.167,1.404,51.453,-20.752
0.110,-0.033,0.549,49.011,-33.447,-8.118
0.317,-0.248,1.474,93.262,-96.497,-8.972
0.182,-0.158,1.655,15.137,-71.228,-13.306
0.002,-0.125,0.914,22.522,46.875,-1.282
-0.203,0.096,0.450,-22.522,63.538,16.663
0.142,-0.053,1.104,13.123,-21.179,8.484
0.358,-0.196,1.626,-20.813,-50.842,-14.526
0.225,-0.179,1.270,-6.836,27.588,-7.019
0.248,-0.221,0.508,-0.732,83.008,-3.723
0.250,-0.093,0.657,-56.641,49.744,1.160
0.330,-0.114,0.498,-39.673,31.799,0.000
0.358,-0.122,0.503,-16.235,-29.968,3.723
0.469,-0.170,3.318,-150.635,-36.804,-10.864
0.102,-0.213,2.222,-18.677,153.870,2.258
0.159,-0.113,0.642,44.678,302.002,8.850
0.178,-0.116,0.088,-33.508,298.645,-17.456
0.133,-0.111,-0.194,-142.639,245.361,-15.503
0.191,-0.047,-0.193,-40.894,158.875,7.996
0.258,-0.137,-0.221,-2.075,59.326,1.709
-0.016,-0.067,-0.216,-5.371,12.451,5.737
-0.080,-0.004,-0.192,17.761,-18.005,30.823
0.169,-0.137,-0.099,-30.701,-53.955,7.629
0.367,-0.289,-0.325,-59.509,-83.984,1.221
0.389,-0.248,-0.068,-82.031,-114.868,15.625
0.588,0.426,1.896,65.979,-264.526,51.453
0.024,0.251,4.000,278.259,-461.426,57.678
-0.462,0.256,2.896,22.339,-186.035,56.763
-0.072,-0.120,0.336,-16.602,294.067,-16.113
0.235,0.056,0.331,-167.236,154.541,-15.686
0.312,-0.200,0.139,18.982,17.639,-38.452
0.189,-0.213,0.087,-20.874,-8.667,-10.193
0.265,0.021,0.888,22.827,-44.556,2.014
0.375,-0.066,1.338,129.089,-109.985,8.179
-0.263,0.031,1.660,81.055,-73.059,17.883
-0.160,-0.036,1.105,22.705,-35.950,37.964
0.065,-0.072,1.426,-38.269,16.541,-8.850
0.257,-0.160,1.338,-18.677,48.340,-15.747
0.322,-0.197,0.718,12.268,63.843,-17.578
0.343,-0.263,0.509,-9.705,71.289,-13.245
0.280,-0.142,0.434,-112.061,89.539,-5.737
0.288,-0.160,0.156,-82.458,63.477,-2.441
0.501,-0.119,0.353,-15.320,-42.969,11.902
0.273,0.083,0.947,50.354,-163.513,27.466
0.052,0.078,1.784,141.113,-212.402,40.405
-0.283,0.168,2.039,49.988,-115.417,33.020
-0.144,-0.019,1.146,-6.897,103.394,-11.719
0.064,0.025,0.619,-49.011,115.479,-29.602
0.073,-0.055,0.608,-10.315,37.354,-11.475
0.156,-0.064,0.863,48.218,8.423,-10.254
0.178,-0.149,0.865,53.894,1.587,-8.545
0.153,-0.112,0.919,17.151,-6.775,-5.859
0.127,-0.144,0.979,9.521,-5.676,-4.639
0.148,-0.090,0.966,-0.610,0.549,0.244
0.270,-0.151,0.914,1.160,4.089,-3.845
0.178,-0.162,0.910,2.869,-1.282,-3.540
0.164,-0.088,0.951,-2.380,-8.606,1.587
0.132,-0.093,0.976,-5.737,-10.498,0.854
0.163,0.036,1.252,-2.747,-16.357,4.089
-0.102,-0.017,1.059,26.672,12.512,7.507
-0.374,0.153,0.545,28.687,51.575,29.907
0.131,-0.106,1.142,0.305,-20.081,27.283
0.371,-0.218,1.191,-36.438,-14.282,-25.879
0.384,-0.236,1.017,-16.785,48.889,-22.339
0.393,-0.197,0.687,-7.568,44.495,-4.517
0.330,-0.146,0.655,-24.414,28.870,3.601
0.326,-0.181,0.593,-22.095,5.798,8.057
0.298,-0.111,0.702,-28.503,-25.024,7.751
0.352,0.029,1.044,-10.803,-66.956,21.423
0.302,-0.074,1.131,66.040,-88.013,22.278
-0.065,0.080,1.423,25.452,-50.720,14.343
-0.262,0.110,0.877,14.526,26.245,19.043
-0.235,0.024,0.982,14.648,16.663,-6.897
0.074,-0.068,1.176,22.400,8.057,-5.371
0.105,-0.029,0.974,19.348,33.020,-2.502
0.030,-0.049,0.810,11.963,34.058,-4.150
0.060,-0.032,0.758,-10.254,19.104,-1.953
0.148,-0.109,0.932,8.484,1.221,-6.348
0.257,-0.115,1.124,1.953,-7.141,-0.854
0.324,-0.212,1.008,6.287,1.709,-9.033
0.185,-0.173,0.877,-1.160,26.917,-5.005
0.161,-0.071,0.869,-15.869,15.076,4.395
0.124,-0.029,0.932,-2.869,6.775,5.066
0.103,-0.032,1.037,17.883,-6.287,11.047
0.124,-0.064,0.971,15.259,-13.245,11.536
0.251,-0.169,0.884,0.916,8.423,-3.357
0.211,-0.068,0.892,-9.888,18.677,-3.052
0.200,-0.081,0.801,-5.920,0.244,5.005
0.124,-0.090,0.799,-5.310,-15.503,1.831
0.138,-0.024,1.004,-4.150,-28.320,-0.488
0.109,-0.169,1.263,4.272,-31.311,-0.854
0.104,-0.040,1.074,-1.221,-13.855,3.296
0.115,-0.042,0.917,4.517,7.568,3.296
0.137,-0.050,0.970,9.705,8.972,2.136
0.138,-0.094,0.979,15.015,12.695,0.610
0.152,-0.103,0.951,9.216,18.433,1.892
0.147,-0.072,0.910,5.249,18.127,4.333
0.167,-0.059,0.878,5.005,12.817,4.883
0.183,-0.062,0.870,4.822,6.287,3.235
0.176,-0.062,0.897,4.883,-1.038,1.892
0.151,-0.125,1.001,3.906,-7.874,1.587
-0.006,-0.057,1.198,12.390,-23.193,7.385
-0.188,0.087,0.814,16.357,34.973,11.108
-0.066,-0.118,0.398,87.341,-55.542,33.875
0.011,-0.222,1.918,21.545,-111.328,1.709
0.282,-0.342,2.522,-82.703,-27.039,5.127
0.302,-0.014,1.943,-72.693,136.536,-4.028
0.241,-0.263,0.091,65.002,225.342,10.437
0.249,-0.030,0.305,-167.908,229.126,-12.329
0.279,-0.179,-0.174,-68.848,137.817,-8.301
0.320,-0.225,-0.151,-57.739,41.321,8.118
0.196,-0.072,-0.071,-52.124,22.949,20.874
0.383,-0.101,0.049,15.625,-57.983,34.668
-0.007,0.065,0.502,115.906,-270.874,31.616
0.247,0.143,1.649,179.260,-279.175,53.711
-0.094,0.290,3.616,11.902,-234.741,16.357
-0.279,0.237,2.118,19.836,-26.794,25.513
-0.112,-0.073,0.725,9.277,217.346,-16.357
0.104,0.069,0.367,-110.840,133.362,-25.879
